"content","class"
"Garnish and serve.",1
"Combine in a small saucepan. Bring to a boil, watching carefully as sweetened liquids have a tendency to boil over. Lower the heat to a simmer, and cook for about 10 minutes or until the liquid thickly coats a rubber spatula.",1
"Prepare the drinks as follows: pour 8 oz (1 cup) of seltzer into a highball glass, add 3/4 tsp of acid phosphate and 3 tbsp of syrup mixture to each glass, and stir to combine. Top with ice and serve.",1
"Add to a blender, cover, and blend until completely smooth. Pass through a fine-mesh strainer and set aside.",1
"Combine in a large, heatproof pitcher or punch bowl. Steep the tea for 2 minutes and remove. Place in the refrigerator until chilled enough to use in a cold drink.",1
"Combine in the pitcher, stir to combine, and rest for 2 minutes so the flavors can meld. Serve.",1
"Combine in a mortar and pestle and work into a paste. Set aside.",1
"Heat in a large dutch oven until shimmering.",1
"Add and cook for 15 seconds.",1
"Add and cook for about 10 minutes or until the onions are well-browned. Every time the onions begin to brown the bottom of the pan, add a tablespoon of water and scrape up the brown bits - you will end up doing this 2 or 3 times. Do not skip the scraping-of-the-brown-bits as it is essential to developing the flavor of the dish. Once the onions are done, add the garlic paste from earlier and stir to combine.",1
"Add, stir to combine, and cook for 30 seconds.",1
"Add and mash up with a big fork or potato masher.",1
"Add, stir to combine, partially cover the pot, and cook, stirring occasionally to prevent burning on the bottom, for 30 minutes or until the mixture is thick and stew-like.",1
"Stir in and serve.",1
"Combine in a large bowl, stir to dissolve the salt, and leave at room temperature for at least 8 and no more than 16 hours. Drain the beans, rinse them, and set aside.",1
"Heat in a dutch oven on medium high heat until shimmering.",1
"Add and cook until lightly browned, about 5 minutes.",1
"Add and cook until the onions are lightly browning, about 8 minutes.",1
"Add and cook for less than a minute, until fragrant.",1
"Cook for 30 seconds or until fragrant. Add the beans and enough water to rise above the beans by about 2 inches.",1
"Add, bring to a boil, and reduce to a simmer. Cover and cook for 1 1/2 to 2 1/2 hours or until the beans are completely tender. Remove the lid and cook for another 20 minutes or until the dish is creamy. If the beans dry out, add a cup of water and keep cooking. Discard bay leaves and thyme.",1
"Divide among 6 plates and serve.",1
"Heat in a medium skillet on medium-low heat until the pepper begins to sizzle, about a minute.",1
"Place in a large skillet and cover with with water. Stir to combine and bring to a boil. Cook for 8-9 minutes or until al dente. Add the pasta and 3 tablespoons of the cooking liquid to the pepper and oil mixture.",1
"Add to the pasta and stir to thoroughly incorporate. Add more pasta cooking liquid if necessary to loosen the mixture.",1
"Add and adjust the salt of the dish to your taste.",1
"Combine in a blender and pulse until uniform and smooth. Set aside. Preheat your oven to 300 F with a rack in the lowest position.",1
"Heat in a large dutch oven until shimmering.",1
"Salt and pepper the beef generously and add to the hot oil. Cook, turning every couple of minutes, until the beef is browned all over, a total of 10 minutes. Place the beef on a big plate and set aside.",1
"Add and cook for 6 minutes or until tender and beginning to brown.",1
"Add and cook until well-browned on all sides, 6-8 minutes. Add salt and pepper to taste and transfer to a bowl.",1
"Add, with the onions cut-side down, and cook for 4 minutes, turning the non-onion veggies from time to time.",1
"Add, scrape browned bits from the bottom of the pan, and cook for 3 minutes or until reduced by a quarter. Add the reserved broth mixture and set aside.",1
"Cut the beef into 1 1/2"" pieces and toss to combine with the flour.",1
"Add to the dutch oven along with the beef and any beef juice that has accumulated. Partially cover and move to the oven for 90 minutes. The liquid should lightly simmer the whole time and the beef should be cooked and tender at the end of the 90 minutes. Use tongs to remove the spent carrot, onion, celery, onion, thyme, and bay once the beef is tender.",1
"Add along with the reserved mushroom mixture. Cook for 45 -60 minutes or until the potatoes are tender. Remove the stew from the oven and cook on the stovetop to reduce and thicken the liquid, if desired.",1
"Stir in, adjust salt and pepper to taste, and serve; alternatively, refrigerate for up to 5 days and then reheat and serve.",1
"Rinse in a fine mesh strainer under running water until the water runs clear.",1
"Combine in a big bowl, stir to dissolve the salt, and let sit for 15 minutes. Drain the rice.",1
"Bring to a boil in a dutch oven on high heat. Add the rice and cook for 3-5 minutes or until the rice is al dente - mostly cooked but with a little crunch in the center. Drain the rice and rinse it under cold water for 30 seconds to stop the cooking. Wipe out the dutch oven.",1
"Brush the bottom and a couple inches up the sides of the pot with the oil.",1
"Whisk together in a large bowl. Add 2 cups of the cooked rice and stir to combine. Spread the mixture over the bottom of the oiled pot and press it down.",1
"Stir into the remaining rice and mound it on top of the yogurt-prepared rice in the dutch oven.",1
"Make 8 depressions in the rice mound and place a bit of butter in each one.",1
"Drizzle evenly over the rice. Wrap the lid of the dutch oven in a towel and place it tightly on the pan, pressing lightly to seal the edges. Cook on medium-high heat until steam is escaping from the sides of the pot and the rice is sizzling. Take care that the towel does not catch fire.",1
"Reduce the heat to medium-low and cook for an additional 35 minutes or until the rice is tender. Remove the pot from heat and place it on a damp towel set on a baking sheet (this will help loosen the rice from the bottom of the pan).",1
"Stir into the rice mound, taking care not to disturb the crusty bottom. Season with salt as needed; then, spoon the loose rice onto plates. Gently break the crusty bottom part of the rice into slabs and add them to the rice plates. Serve.",1
"Add the campari to the glass and top with the beer. Top up the glass as you drink.",1
"Combine in a small saucepan on medium high heat and cook while stirring until the liquid boils. Reduce the heat to low and simmer for 10 minutes or until the rhubarb is nothing but strands.",1
"Place the cheesecloth in a strainer set in a funnel over a medium-sized bottle. Pour the shrub over the strainer so the it drains into the bottle, and let it sit for about 30 minutes or until it stops dripping. Do not squeeze the rhubarb or the shrub will become bitter. Discard the solids, cool to room temperature, and refrigerate for up to 3 months.",1
"Combine in the bowl of a food processor and pulse briefly to incorporate.",1
"Add and pulse until dough gets clumpy and you cannot see any dry flour, about 30 quick pulses. Use a rubber spatula to redistribute the dough so that it is evenly spread across the bottom of the processor.",1
"Sprinkle evenly over the dough and pulse 5 more times to combine and break up the dough. Transfer the dough to a large bowl.",1
"Sprinkle over the dough and work it together with a rubber spatula. Once the dough is incorporated end uniform, divide the ball in half and shape each half into a 4-inch disk. Wrap the disks in plastic wrap and move it to the refrigerator for at least 2 hours so that the flour can absorb the water. Roll and bake according to your pie recipe.",1
"Heat oven to 425 F with a rack in the lower position.",1
"Whisk together in a large bowl.",1
"Add to the sugar and toss to combine. Let sit for 5 minutes.",1
"Divide the dough in half and roll each out into a disc large enough to cover the pie pan. Carefully transfer half the dough to the pie pan and ensure that it is pressed into the shape of the pan with no air space. Trim the edges. Add the rhubarb mixture and cover with the other dough half. Crimp to seal and cut a few slits in the top of the pie. Refrigerate for 20 minutes.",1
"Beat together in a small bowl and brush onto the pie crust.",1
"Sprinkle evenly over the top of the pie. Place in the oven for 20 minutes, and rotate the pie 180 degrees after 10 minutes to compensate for the fact that most ovens heat unevenly.",1
"Turn the oven down to 350 F and cook for 20-30 more minutes, or until the filling is bubbling and the crust is completely golden brown. Remove, cool, and serve.",1
"Place in a medium baking dish and toast in a 300-degree oven for about an hour or until the sugar just begins to turn ivory. Trust me, this step is worth the extra time.",1
"Whisk together with the sugar in a 3-quart saucier until no lumps of cornstarch remain.",1
"Whisk into the sugar mixture and place on medium heat. Gently and continuously whisk for 6 minutes or until the mixture begins to simmer; then, continue whisking for another minute to ensure all the cornstarch is fully hydrated. Transfer the mixture to a large bowl.",1
"Whisk into the hot mixture, cover, and refrigerate until the mixture descends to 40 degrees fahrenheit - about 3 hours. Churn in your ice cream maker according to its instructions, transfer to a chilled container, and press a piece of plastic wrap directly onto the surface of the gelato to protect it from crystallization and off-flavors in your freezer. Move to your freezer for storage, and soften in the refrigerator briefly before serving to match the traditional style of gelato.",1
"Combine in the bowl of a food processor. Grind to a fine powder, about 1 minute.",1
"Add and lightly stir to remove any air pockets. Process for about 2 minutes or until the mixture resembles greek yogurt. It is easy to overwhip and turn the mixture into butter, so be careful to stop processing when the consistency is right.",1
"Preheat oven to 350 F with a rack in the lower position.",1
"Combine in a large bowl and mash together. If the bananas started out a little green, cover the bowl and let it sit for a half hour.",1
"Combine in the bowl of a stand mixer with the paddle attachment. Mix on low until the coconut oil is no longer visible in the batter. Add the banana mixture and mix just until the batter no longer has any visible dry flour.",1
"Fold into mixture with a rubber spatula. Spoon about a half cup of batter into each of 12 spaces in a muffin tin. Bake for 25 minutes or until the batter has risen into a muffin-esque topology and lightly browned. Cool and serve.",1
"Combine in the bowl of a food processor and pulse to combine until the coconut oil is no longer visible and the mixture appears dry. Transfer to a medium bowl.",1
"Toss with the flour mixture until incorporated.",1
"Stir in with a rubber spatula to form a soft dough.",1
"Lightly flour the parchment paper and place the dough on it. Pat the dough into a 7-inch round and refrigerate it for 15 minutes. Preheat your oven to 400 F with a rack in the lower-middle position. Cut the dough into 6 equal pieces and arrange them on parchment on a half sheet pan.",1
"Sprinkle evenly over the tops of the scones. Place in the oven and bake for 25 minutes or until cooked and golden brown.",1
"Preheat oven to 400 F with a rack in the lower-middle position.",1
"Sift into a medium bowl by placing the flour in a fine-mesh strainer and tapping the strainer to pass the flour through.",1
"Whisk into flour until incorporated.",1
"Add the butter, toss to coat it in flour, and then smash the butter bits with your fingers. Continue smashing until the batter turns into a coarse, mealy substance and the butter is not particularly evident.",1
"Add and stir to combine.",1
"Stir in to form a soft dough. Move the dough to a lightly floured surface and pat it into a 7-inch disc. Cut into 6 equal wedges.",1
"Place the parchment paper on a half sheet pan, add the scones, and sprinkle them with sugar. Bake for 25 minutes or until puffy and golden. Cool and serve.",1
"Combine in a cocktail shaker and shake vigorously for 30 seconds or longer to ensure that the drink is well-chilled. Strain into a chilled glass.",1
"Garnish and serve.",1
"Preheat your oven to 475 F and line a rimmed baking sheet with aluminum foil. You might be tempted to use a glass or ceramic baking dish, but make sure to use metal - the peppers may leak hot liquid, creating zones of lower heat that can shatter nonmetal bakeware.",1
"Place on the foil and move to the oven. Roast for 15 minutes; then, check the peppers. When they are blistered and blackened on one side, flip them and roast for another 5-20 minutes (the wide variance is due to the differing moisture content for different peppers). When the peppers are blackened all over, transfer them to a large mixing bowl and cover it tightly with foil. Let the peppers sit for 10 minutes to steam their skins off and cool down enough to handle. Remove the skins and seeds, and serve on bruschetta or use for whatever application suits your fancy.",1
"Preheat your oven to 375 F.",1
"Combine in the bowl of a food processor and process for 30 seconds or until the mixture turns to uniformly small crumbs.",1
"Add and pulse until uniform. Remove the mixture to a springform pan and press it into the bottom and sides so that it comes about an inch and a half up the sides. Chill the crust for 15 minutes; then, bake it for 10 minutes. Cool completely and let the oven drop to 325 F.",1
"Combine in the food processor. Process for 10 seconds, scrape down the sides, and process for another 10 seconds. Transfer to the prepared pie crust, move to the oven, and cook for 14-17 minutes, keeping a close eye on the pie and removing it when it has set up and is firm but jiggly in the center. Cool to room temperature; then, cool in the fridge. Remove it from the springform pan.",1
"Combine in a mixing bowl and whip with a hand mixer until the foam holds stiff peaks.",1
"Add and whisk until smooth and thick. Pipe onto the pie and serve.",1
"Toss with the cooked shrimp and serve immediately.",1
"Use the parchment paper to line two 9%22 X 5%22 loaf pans. Preheat your oven to 350 F with a rack in the lower-middle position.",1
"Combine in a medium bowl and mash together. If the bananas do not readily mash%2C cover the bowl and let it sit for 30 minutes to soften the bananas%3B then%2C complete the mixing.",1
"Combine in a stand mixer with the paddle attachment. Mix on low until the coconut oil is no longer evident in the mixture and it appears coarse and mealy. Add the mashed banana mixture and mix until the mass no longer shows dry flour.",1
"Fold in with a rubber spatula and move the mixture to the prepared pans. Place in the oven for 45 minutes or until risen and golden brown. Cool completely%2C and serve. Reserve leftovers wrapped in foil for up to a few days.",1
"Heat in a large saucepan on medium-low heat until shimmering.",1
"Add and cook%2C stirring occasionally%2C until slightly softened%2C about 5 minutes.",1
"Add and stir to combine. Cook for about 30 seconds to eliminate the raw taste of the flour.",1
"Add%2C stir to combine%2C and bring to a simmer.",1
"Add and bring the liquid back to a simmer. Cook for 7 minutes.",1
"Stir in. Process with an immersion blender until very smooth and creamy. Adjust seasoning with salt and pepper to taste.",1
"Garnish and serve.",1
"Combine in a Collins glass and stir thoroughly until the sugar is dissolved.",1
"Top off the glass and serve.",1
"Combine in a large bowl and add adjust salt and pepper to taste. Fold gently with your hands to combine. Let the mixture marinate for 5 minutes%2C folding a couple more times to distribute the flavors. Serve immediately.",1
"Melt in a dutch oven on medium-high heat. Swirling occasionally%2C cook the butter until it is a rich%2C nutty brown - 1 or 2 minutes.",1
"Add and cook until well-browned and even on the verge of burning%2C about 10 minutes.",1
"Add and cook until moderately softened%2C about 5 minutes.",1
"Add%2C stir to combine%2C and cook for 1 minute.",1
"Add and bring to a simmer. Cook for 10 minutes or until the sunchokes are completely tender. Discard the bay leaves.",1
"Process the soup with an immersion blender until it is very smooth and velvety. To improve the smoothness further%2C pass the soup through a fine-mesh strainer if desired.",1
"Add to the soup%2C adjusting the amounts up or down to your taste.",1
"Preheat oven to 400 F.",1
"Remove any yellow%2C damaged%2C or discolored leaves from the outside of each sprout. Trim the root just slightly%2C and cut each sprout in half from top to bottom%2C leaving some of the root intact on each half.",1
"Heat in a cast-iron skillet on medium heat until the oil is shimmering. Place the sprouts in the pan in a single layer%2C cut sides down.",1
"Add%2C adjusting salt and pepper to your taste if desired. Cook until brown starts to form on the cut sides of the sprouts%3B then%2C transfer the pan to the oven. Roast them for 10-20 minutes or until the sprouts are tender and well-browned. Agitate the pan every 5 minutes while the sprouts are cooking.",1
"Drizzle over the sprouts and serve immediately.",1
"Place a highball glass in the freezer to chill.",1
"Combine in a cocktail shaker and shake vigorously until the water is very well chilled and the outside of the shaker is almost painfully cold - this will take a minute or two.",1
"Add to the chilled highball glass. Top up the glass with ice water strained out of the cocktail shaker. Enjoy all day and all night.",1
"Combine in a cocktail shaker and stir until the liquid is very well chilled. Strain into a coupe glass.",1
"Garnish and serve.",1
"Fill a Collins glass with ice.",1
"Add to the Collins glass.",1
"Garnish and serve.",1
"Preheat your oven to 300 F.",1
"Combine the spices in a small bowl and stir to combine. Rub this spice mixture all over the lamb shanks.",1
"Heat in a large dutch oven on medium-high heat until the oil shimmers. Add the lamb shanks and brown them on both sides for about 4 minutes or until they develop some color. Work in two batches if the shanks would crowd the pan. Move the shanks to a bowl or rimmed baking sheet.",1
"Add and cook over medium heat until the vegetables start to soften and brown%2C about 8 minutes.",1
"Add and cook for 1 minute.",1
"Add and cook until the alcohol has burned off%2C about 2 minutes. Add the shanks and arrange them evenly%2C making sure to include any juices that collected in the dish with the lamb.",1
"Add and bring to a simmer.",1
"Cut into a circle that will fit in the dutch oven%2C and cut a small hole in the center of the circle. Place the parchment circle directly on the surface of the liquid and move the pan to the oven. Cook for 3 hours or until the lamb is very tender. Discard the rosemary and bay leaf.",1
"Remove the lamb shanks and place them on a clean dish. Process the remaining liquid with an immersion blender until it is very smooth%3B then%2C pass it through a strainer and into a large bowl. Adjust the salt and pepper of the liquid to taste and ladle it on and around the lamb shanks to serve.",1
"Fill a highball glass with ice.",1
"Add to the glass and gently stir just to combine.",1
"Garnish and serve.",1
"Preheat your oven to 400 F.",1
"Toss together in a big bowl. Move to a half sheet pan covered with foil and arrange in a single layer. Roast for 20 minutes or until browned and tender.",1
"Garnish and serve.",1
"Combine in a cocktail shaker and stir until very well-chilled. Strain into a highball glass.",1
"Garnish and serve.",1
"Combine in the bowl of a stand mixer and mix on low speed for 5 minutes or until a dough forms. Set aside in the refrigerator. Preheat your oven to 400 F with a rack in the lower-middle position.",1
"Combine in the same bowl from the stand mixer and fold with a rubber spatula to combine. Move to a medium baking dish%2C cover with foil%2C and bake for 30 minutes or until the rhubarb is very wilted and juicy.",1
"Combine in the same bowl from the stand mixer. Remove the rhubarb mixture from the oven once it is done cooking%2C and stir it well. Fold in the fresh%2C uncooked rhubarb and strawberries. Top with the prepared streusel from step 1 and bake for another 35 minutes or until the dish is very crisp and bubbly. Cool for at least 30 minutes and serve or cover with foil for up to 3 days.",1
"Stir together in a highball glass filled with ice.",1
"Pour over the back of a spoon onto the top of the cocktail, so the galliano floats atop the cocktail. Serve.",1
"Combine in a cocktail shaker filled with ice. Stir until well-chilled and strain into a scotch or old-fashioned glass. Serve.",1
"Stir well in a cocktail shaker filled with ice. Strain into a large scotch glass and serve.",1
"Combine in a cocktail shaker filled with ice. Strain into a highball glass.",1
"Pour gently over the back of a spoon and into the drink so that it floats on top. Serve.",1
"Combine in the carafe of a cream whipper.",1
"Charge the cream whipper and let it sit for 5 minutes%3B then%2C strain out the cardamom%2C reserving the bourbon.",1
"Combine in a cocktail glass filled with ice and stir until well-chilled. Strain into a highball glass.",1
"Fill the glass the rest of the way with seltzer%2C garnish with the lemon%2C and serve.",1
"Combine in a large punch bowl and let sit for 30 minutes.",1
"Add%2C stir gently to combine%2C and serve immediately.",1
"Combine in a carafe or pitcher and process with your immersion blender until completely smooth. To serve%2C add a cup of the liquid at a time to a cocktail shaker with ice%2C shake%2C and strain evenly into two scotch glasses.",1
"Combine in a cocktail shaker without ice and shake hard for 20 seconds. Add ice%2C shake for another 20 seconds%2C strain into an ice-filled glass%2C and serve.",1
"Combine in a cocktail shaker filled with ice. Shake well to chill. Strain into a coupe glass and serve.",1
"Combine in a cocktail shaker with ice and stir until well-chilled. Strain into a scotch glass filled with ice.",1
"Garnish and serve.",1
"Combine in a cocktail shaker with ice and shake until well-chilled. Strain into a scotch glass.",1
"Garnish and serve.",1
"Combine in a cocktail shaker with no ice and shake hard for 20 seconds. Add ice%2C shake for another 20 seconds%2C and strain into a cocktail glass.",1
"Garnish and serve.",1
"Combine in a blender and blend for 10-15 seconds. Pour into a brandy snifter and serve.",1
"Combine in a cocktail shaker with ice. Shake vigorously for 30 seconds and strain into a chilled coupe glass. Serve.",1
"Combine in a cocktail shaker filled with ice. Stir well to chill. Strain into a cocktail glass.",1
"Garnish and serve.",1
"Combine in a cocktail shaker filled with ice. Stir to chill very well%3B then%2C strain into a cocktail glass.",1
"Twist over the drink to express the oils in the lemon%3B then%2C drop the twist in the drink. Serve.",1
"Add to a highball glass filled with ice%2C adjusting the seltzer up or down to taste. Serve.",1
"Combine in a cocktail shaker filled with ice. Shake until well-chilled and strain into a Collins glass.",1
"Garnish and serve.",1
"Bring to a simmer in a small saucepan and cook until reduced by half. Refrigerate for at least one hour and up to a week.",1
"Whip on medium speed in a stand mixer until slightly stiffened and foamy.",1
"Add slowly to the mixer and continue to whip until medium peaks form. Set aside in the refrigerator until you make the rest of the drink.",1
"Pulse in a blender along with the reduced cider until well-combined. Divide among four serving glasses%2C top with the whipped cream%2C and serve.",1
"Combine in a cocktail shaker filled with ice. Shake hard until well-chilled. Strain into a cocktail glass and serve.",1
"Combine in a cocktail shaker filled with ice. Shake until very well chilled%2C strain into a cocktail glass%2C and serve.",1
"Combine in a small saucepan and heat to dissolve the marmalade.",1
"Fill a moderately-sized plastic container with water and freeze overnight%2C so you have one big ice cube.",1
"Stir together in a punch bowl along with the prepared marmalade. If making ahead%2C you can refrigerate this mixture for up to 1 day.",1
"Combine in the punch bowl%2C stir to combine%2C and serve%2C ladling into serving glasses with ice.",1
"Combine in a cocktail shaker with ice and shake until well-chilled. Strain into a cocktail glass filled with ice.",1
"Garnish and serve.",1
"Peel and juice the lime%2C adding both the zest and juice to a cocktail shaker filled with ice.",1
"Add to the shaker%2C seal%2C and shake until well-chilled. Pour into a cocktail glass without straining.",1
"Garnish and serve",1
"Working one at a time%2C lightly toast the spices in a medium saucepan on high heat%2C making sure to agitate the pan constantly during toasting to avoid burning the spices.",1
"Add and bring to a simmer. Simmer for 30 minutes%2C stirring occasionally. Strain the mixture into a jar and refrigerate for at least an hour and up to a week.",1
"Add to a cocktail shaker filled with ice and shake until well-chilled. Strain into two cocktail glasses with a large ice cube in each and serve.",1
"Combine in a cocktail shaker filled with ice. Stir until very well-chilled. Strain into a pre-chilled cocktail glass and serve.",1
"Combine in a jar%2C seal%2C and let sit at room temperature overnight. Use a fine-mesh strainer to remove the chicory.",1
"Combine in a jar%2C seal%2C and shake to combine. Store for up to a week in the refrigerator.",1
"Combine in a cocktail shaker filled with ice and shake until well-chilled. Strain into a cocktail glass or coffee mug.",1
"Garnish and serve.",1
"Working quickly avoid curdling the egg in the acid of the accompanying liquid%2C add to a cocktail shaker with no ice and shake hard for 20 seconds. Add ice%2C and shake hard for another 20 seconds. Strain into two coupe glasses and serve.",1
"Combine in a cocktail shaker filled with ice. Shake until very well-chilled and strain into a cocktail glass. Serve.",1
"Combine with ice in a large pitcher and stir gently to combine. Pour into four separate chilled%2C salt-rimmed cocktail glasses.",1
"Combine in a cocktail shaker with ice and shake until very well-chilled. Strain equally into two champagne flutes.",1
"Top each glass and serve%2C adjusting the fizzy up or down depending on the dimensions of your particular glassware.",1
"Add two dashes of bitters per drink and serve.",1
"Combine in a cocktail shaker filled with ice and shake briefly to chill. Strain into a highball glass filled with ice.",1
"Garnish and serve%2C adjusting the seltzer amount as needed to fill the glass.",1
"Combine in a champagne flute and stir to combine.",1
"Garnish and serve%2C adjusting the amount of champagne to the size of your glassware.",1
"Combine in a cocktail glass filled with ice and stir to chill well. Strain into a chilled cocktail glass.",1
"Garnish and serve.",1
"Combine in a cocktail shaker filled with ice and shake for a full minute - don%27t skimp on the time. Strain into a chilled highball glass.",1
"Add to top the glass%2C adjusting the amount of seltzer to the size of your glassware.",1
"Combine in a cocktail shaker filled with ice and shake for 10 seconds. Strain into a cocktail glass.",1
"Garnish and serve.",1
"Combine in a cocktail shaker with a single%2C large ice cube. Stir until well-chilled. Strain into a cocktail glass and serve.",1
"Melt in a small saucepan and cook for 5 minutes or until the butter is lightly browned and nutty.",1
"Dissolve the sugar in the water.",1
"Whisk together with the butter in a freezer-proof container. Move to the freezer for at least 1 hour and up to overnight. Once the butter is solid and floating on top of the bourbon%2C remove it and set it aside for another use %28it%27s great for roasting and sauteing vegetables%29. Strain the bourbon to ensure no butter bits remain.",1
"Combine with the syrup and bourbon. Chill and serve in cocktail glasses.",1
"Combine in a cocktail shaker without ice and shake vigorously for 20 seconds. Add ice and shake to chill. Strain into a coupe glass.",1
"Garnish and serve.",1
"Combine in a cocktail shaker with ice and stir until well-chilled. Strain into a cocktail glass with a large ice cube.",1
"Garnish and serve%2C twisting the orange over the drink to express its oils.",1
"Combine in a cocktail shaker filled with ice. Stir vigorously until well-chilled. Strain into a chilled cocktail glass and serve.",1
"Combine the syrup and mint in the carafe of a cream whipper and charge it with the N2O cartridges according to directions. Let it sit for 5 minutes and then release the pressure%2C holding a glass over the nozzle to prevent spillage. Strain out the mint leaves and reserve the syrup.",1
"Muddle in the bottom of a cocktail shaker using the back of a spoon or the pestle %28handheld%29 part of a mortar and pestle.",1
"Combine in a cocktail shaker with ice and shake vigorously to chill very well. Strain into a highball glass with ice.",1
"Garnish and serve%2C adjusting the seltzer amount to your glassware.",1
"Combine in a cocktail shaker with ice. Stir until well-chilled and strain into a chilled cocktail glass.",1
"Twist over the drink to express the lemon oils%3B then%2C drop the lemon twist into the drink. Serve.",1
"Add to a wine glass filled with ice and stir to combine.",1
"Top off the drink and serve.",1
"Gently muddle in the bottom of a cocktail glass using the back of a spoon or the pestle %28handheld%29 part of a mortar and pestle. Rub the muddled leaves all over the inside of the glass to ensure their oils are well-distributed.",1
"Add and stir well to combine.",1
"Add and stir well to chill the liquid. Top the glass off with a heaping mound of additional crushed ice. Serve with a straw and a mint sprig for garnish.",1
"Combine in a cocktail shaker and muddle with the back of a spoon or the pestle %28handheld%29 part of a mortar and pestle.",1
"Add to the cocktail shaker with ice and shake vigorously until well-chilled. Strain into a cocktail glass.",1
"Garnish and serve.",1
"Combine in a cocktail shaker filled with ice. Shake until very well-chilled%2C strain into a coupe glass%2C and serve.",1
"Combine in a cocktail shaker with ice and shake until well-chilled. Strain into a cocktail glass and serve.",1
"Combine in a small saucepan and cook on medium heat until the sugar dissolves. Continue simmering for 15 minutes. Remove from heat%2C cool%2C and strain into a heatproof vessel. Refrigerate for at least two hours or up to overnight.",1
"Combine in a cocktail shaker with ice and shake until well-chilled. Strain evenly into two cocktail glasses.",1
"Garnish and serve.",1
"Combine in a cocktail shaker filled with ice. Shake until well-chilled%3B then%2C strain into a chilled cocktail glass. Serve.",1
"Combine in a cocktail shaker filled with ice. Shake vigorously until well-chilled%3B then%2C strain into a chilled coupe glass. Serve.",1
"Add to a cocktail shaker filled with ice. Shake until very well-chilled%3B then%2C strain into a chilled cocktail glass %28or a sour glass%2C if you%27ve got one%29.",1
"Garnish and serve.",1
"Combine in a small bowl and set aside.",1
"Heat in a medium skillet on medium-high heat until just smoking.",1
"Add to the pan and saute until the beans are just starting to get brown and spotty%2C 4-6 minutes.",1
"Add%2C cover the pan%2C and cook until the beans are bright green and still crisp%2C 2-3 minutes. Remove the lid and cook until the water evaporates%2C 1-2 minutes. Add the reserved butter mixture and cook until the beans are lightly browned and beginning to become tender%2C 1-3 minutes. Transfer to a bowl.",1
"Toss with the beans and serve.",1
"Combine in a cocktail shaker filled with ice and stir until well-chilled. Strain into a chilled cocktail glass and serve.",1
"Combine in a cocktail shaker filled with ice and stir until well-chilled. Strain into a chilled cocktail glass and serve.",1
"Combine in a medium bowl and whisk until the sugar is dissolved. Set aside. You can use chashu pork broth in place of this entire mixture%2C if desired.",1
"Bring to a boil in a medium saucepan.",1
"Pierce each egg on the fat%2C less-pointed end with a thumbtack. Carefully lower the eggs into the hot water and reduce the heat to a bare simmer%2C 190 F. Cook for 6 minutes. Drain the eggs and run them under cool water. With the water running%2C carefully peel the eggs%2C taking care not to damage the whites%2C which will be very delicate.",1
"Move the peeled eggs to a bowl and pour the liquid over them. To keep the eggs evenly marinating%2C place a layer of paper towels over them and ensure it is saturated with marinade. Place the bowl in the fridge for at least 4 hours and up to overnight%3B then%2C drain the marinade%2C place the eggs in a container%2C and refrigerate them for up to 3 days. Reheat in warm broth to serve.",1
"Lay on a plastic cutting board%2C skin side down. Roll up the slab of pork belly with skin-side out.",1
"Secure the pork belly at three-quarter-inch intervals. Preheat oven to 275 F.",1
"Combine in a medium saucepan on high heat until boiling. Add the pork belly and partially lid so that some vapor can escape. Transfer to the oven and cook%2C turning the pork occasionally%2C until it is fully tender and a paring knife meets little resistance when inserted into the roll - 3 to 4 hours. Remove the entire contents of the pot to a heatproof%2C sealed container and refrigerate for 3 hours.",1
"When ready to serve%2C remove the pork from the broth and reserve the broth for another use such as marinating ramen eggs. Slice the pork into thin rounds%2C char them with a blowtorch%2C and add to ramen to warm and serve.",1
"Place in a strainer and run under tap water until the water runs clear. Move to a medium saucepan.",1
"Add to the saucepan%2C bring to a boil%2C and cover. Turn the heat to its lowest setting and simmer for 15 minutes. Remove from heat and let rest for 10 minutes.",1
"Combine in a small saucepan and cook over medium heat until the sugar is dissolved.",1
"Spread the rice out in the bottom of a 13 X 9 baking dish. With a small fan aimed at the rice to ventilate it%2C pour 3/4 of the vinegar mixture over the rice. Using a rice paddle or wooden spoon%2C gently fold the vinegar mixture into the rice%2C taking care not to smash the grains. When the grains have become glossy and stick together when squeezed%2C taste the rice and add more of the vinegar mixture if desired. Cover with a clean damp dish towel or plastic wrap directly on the surface of the rice and keep at room temperature while preparing sushi.",1
"Toast lightly over a gas flame%2C just until pliable - about 5 seconds each.",1
"Lay a strip of nori on your sushi mat with an inch of space on the part of the mat closest to you%2C ensuring the shiny side is down and the perforations are aligned vertically %28against the grain of the sushi mat%29. Spread 3/4 cup of prepared rice on the mat%2C distributing it evenly but not compressing it. Leave a 1/2%22 border along the top and bottom of the sheet. Repeat with the remaining nori.",1
"Arrange fillings along the bottom third of the mats%2C taking care not to overstuff them. Lift the edge of the sushi mat closest to you and fold the nori and rice over the arranged fillings. Continue to roll%2C pulling the mat toward you as it engulfs the sushi%2C and ensuring the mat itself does not get rolled into the sushi. At the end%2C moisten the exposed top edge of the nori and gently close the sushi on itself. Cut the roll in half%2C and cut each half into thirds%2C yielding six pieces.",1
"Serve with the prepared sushi rolls.",1
"Combine in a blender and process for 5 seconds. Pour into a chilled cocktail glass and serve.",1
