"content","class","begins_with_num"
"1 1/8 qts water","2","1"
"1/8 qts water","2","1"
"2/3 qts water","2","1"
"cup lime juice, freshly squeezed","2","1"
"1/8 cup lime juice, freshly squeezed","2","1"
"1/4 cup lime juice, freshly squeezed","2","1"
"1/2 cup lime juice, freshly squeezed","2","1"
"3/4 cup lime juice, freshly squeezed","2","1"
"1/3 cup lime juice, freshly squeezed","2","1"
"2/3 cup lime juice, freshly squeezed","2","1"
"6  cup lime juice, freshly squeezed","2","1"
"6 1/4 cup lime juice, freshly squeezed","2","1"
"3 1/2 cup lime juice, freshly squeezed","2","1"
"3 1/4 cup lime juice, freshly squeezed","2","1"
"cup granulated sugar","2","1"
"1/8 cup granulated sugar","2","1"
"1/4 cup granulated sugar","2","1"
"1/2 cup granulated sugar","2","1"
"3/4 cup granulated sugar","2","1"
"1/3 cup granulated sugar","2","1"
"2/3 cup granulated sugar","2","1"
"12  cup granulated sugar","2","1"
"12 1/8 cup granulated sugar","2","1"
"6 1/4 cup granulated sugar","2","1"
"6  cup granulated sugar","2","1"
"tsp powdered gelatin","2","1"
"1/8 tsp powdered gelatin","2","1"
"1/4 tsp powdered gelatin","2","1"
"1/2 tsp powdered gelatin","2","1"
"3/4 tsp powdered gelatin","2","1"
"1/3 tsp powdered gelatin","2","1"
"2/3 tsp powdered gelatin","2","1"
"1 3/4 tsp powdered gelatin","2","1"
"1 1/3 tsp powdered gelatin","2","1"
"1/8 tsp powdered gelatin","2","1"
"3/4 tsp powdered gelatin","2","1"
"egg white","2","1"
"1/8 egg white","2","1"
"1/4 egg white","2","1"
"1/2 egg white","2","1"
"3/4 egg white","2","1"
"1/3 egg white","2","1"
"2/3 egg white","2","1"
"2 3/4 egg white","2","1"
"2 1/2 egg white","2","1"
"6 1/2 egg white","2","1"
"6  egg white","2","1"
"tsp citric acid","2","1"
"1/8 tsp citric acid","2","1"
"1/4 tsp citric acid","2","1"
"1/2 tsp citric acid","2","1"
"3/4 tsp citric acid","2","1"
"1/3 tsp citric acid","2","1"
"2/3 tsp citric acid","2","1"
"1 1/8 tsp citric acid","2","1"
"1 3/4 tsp citric acid","2","1"
"3  tsp citric acid","2","1"
"3 1/4 tsp citric acid","2","1"
"CO Cartridge","2","1"
"1/8 CO Cartridge","2","1"
"1/4 CO Cartridge","2","1"
"1/2 CO Cartridge","2","1"
"3/4 CO Cartridge","2","1"
"1/3 CO Cartridge","2","1"
"2/3 CO Cartridge","2","1"
"6 1/2 CO Cartridge","2","1"
"6 1/3 CO Cartridge","2","1"
"1 1/4 CO Cartridge","2","1"
"1  CO Cartridge","2","1"
"inches parchment paper","2","1"
"1/8 inches parchment paper","2","1"
"1/4 inches parchment paper","2","1"
"1/2 inches parchment paper","2","1"
"3/4 inches parchment paper","2","1"
"1/3 inches parchment paper","2","1"
"2/3 inches parchment paper","2","1"
"12 2/3 inches parchment paper","2","1"
"12 1/4 inches parchment paper","2","1"
"4 1/3 inches parchment paper","2","1"
"4 1/2 inches parchment paper","2","1"
"lb cremini mushroom","2","1"
"1/8 lb cremini mushroom","2","1"
"1/4 lb cremini mushroom","2","1"
"1/2 lb cremini mushroom","2","1"
"3/4 lb cremini mushroom","2","1"
"1/3 lb cremini mushroom","2","1"
"2/3 lb cremini mushroom","2","1"
"12  lb cremini mushroom","2","1"
"12 1/2 lb cremini mushroom","2","1"
"6 1/3 lb cremini mushroom","2","1"
"6 3/4 lb cremini mushroom","2","1"
"lb shiitake mushroom","2","1"
"1/8 lb shiitake mushroom","2","1"
"1/4 lb shiitake mushroom","2","1"
"1/2 lb shiitake mushroom","2","1"
"3/4 lb shiitake mushroom","2","1"
"1/3 lb shiitake mushroom","2","1"
"2/3 lb shiitake mushroom","2","1"
"6  lb shiitake mushroom","2","1"
"6 1/2 lb shiitake mushroom","2","1"
"12  lb shiitake mushroom","2","1"
"12 1/3 lb shiitake mushroom","2","1"
"tsp kosher salt","2","1"
"1/8 tsp kosher salt","2","1"
"1/4 tsp kosher salt","2","1"
"1/2 tsp kosher salt","2","1"
"3/4 tsp kosher salt","2","1"
"1/3 tsp kosher salt","2","1"
"2/3 tsp kosher salt","2","1"
"4 1/8 tsp kosher salt","2","1"
"4  tsp kosher salt","2","1"
"1 1/8 tsp kosher salt","2","1"
"1 3/4 tsp kosher salt","2","1"
"tsp black peppercorn","2","1"
"1/8 tsp black peppercorn","2","1"
"1/4 tsp black peppercorn","2","1"
"1/2 tsp black peppercorn","2","1"
"3/4 tsp black peppercorn","2","1"
"1/3 tsp black peppercorn","2","1"
"2/3 tsp black peppercorn","2","1"
"2 1/2 tsp black peppercorn","2","1"
"2 1/3 tsp black peppercorn","2","1"
"6  tsp black peppercorn","2","1"
"6 2/3 tsp black peppercorn","2","1"
"cup olive oil","2","1"
"1/8 cup olive oil","2","1"
"1/4 cup olive oil","2","1"
"1/2 cup olive oil","2","1"
"3/4 cup olive oil","2","1"
"1/3 cup olive oil","2","1"
"2/3 cup olive oil","2","1"
"3 1/3 cup olive oil","2","1"
"3 1/8 cup olive oil","2","1"
"2 3/4 cup olive oil","2","1"
"2 1/8 cup olive oil","2","1"
"cup fresh savory, minced","2","1"
"1/8 cup fresh savory, minced","2","1"
"1/4 cup fresh savory, minced","2","1"
"1/2 cup fresh savory, minced","2","1"
"3/4 cup fresh savory, minced","2","1"
"1/3 cup fresh savory, minced","2","1"
"2/3 cup fresh savory, minced","2","1"
"2 1/3 cup fresh savory, minced","2","1"
"2 2/3 cup fresh savory, minced","2","1"
"6 1/2 cup fresh savory, minced","2","1"
"6 3/4 cup fresh savory, minced","2","1"
"tbsp fresh thyme, minced","2","1"
"1/8 tbsp fresh thyme, minced","2","1"
"1/4 tbsp fresh thyme, minced","2","1"
"1/2 tbsp fresh thyme, minced","2","1"
"3/4 tbsp fresh thyme, minced","2","1"
"1/3 tbsp fresh thyme, minced","2","1"
"2/3 tbsp fresh thyme, minced","2","1"
"6 1/3 tbsp fresh thyme, minced","2","1"
"6 3/4 tbsp fresh thyme, minced","2","1"
"3 3/4 tbsp fresh thyme, minced","2","1"
"3  tbsp fresh thyme, minced","2","1"
"tbsp fresh chive, minced","2","1"
"1/8 tbsp fresh chive, minced","2","1"
"1/4 tbsp fresh chive, minced","2","1"
"1/2 tbsp fresh chive, minced","2","1"
"3/4 tbsp fresh chive, minced","2","1"
"1/3 tbsp fresh chive, minced","2","1"
"2/3 tbsp fresh chive, minced","2","1"
"2  tbsp fresh chive, minced","2","1"
"2 1/4 tbsp fresh chive, minced","2","1"
"1/4 tbsp fresh chive, minced","2","1"
"tbsp fresh chive, minced","2","1"
"inches parchment paper","2","1"
"1/8 inches parchment paper","2","1"
"1/4 inches parchment paper","2","1"
"1/2 inches parchment paper","2","1"
"3/4 inches parchment paper","2","1"
"1/3 inches parchment paper","2","1"
"2/3 inches parchment paper","2","1"
"4 1/8 inches parchment paper","2","1"
"4 1/4 inches parchment paper","2","1"
"1  inches parchment paper","2","1"
"1 1/8 inches parchment paper","2","1"
"inches plastic wrap","2","1"
"1/8 inches plastic wrap","2","1"
"1/4 inches plastic wrap","2","1"
"1/2 inches plastic wrap","2","1"
"3/4 inches plastic wrap","2","1"
"1/3 inches plastic wrap","2","1"
"2/3 inches plastic wrap","2","1"
"3  inches plastic wrap","2","1"
"3 1/4 inches plastic wrap","2","1"
"2 1/4 inches plastic wrap","2","1"
"2 1/2 inches plastic wrap","2","1"
"egg","2","1"
"1/8 egg","2","1"
"1/4 egg","2","1"
"1/2 egg","2","1"
"3/4 egg","2","1"
"1/3 egg","2","1"
"2/3 egg","2","1"
"2/3 egg","2","1"
"1/2 egg","2","1"
"3 1/4 egg","2","1"
"3 2/3 egg","2","1"
"tbsp water","2","1"
"1/8 tbsp water","2","1"
"1/4 tbsp water","2","1"
"1/2 tbsp water","2","1"
"3/4 tbsp water","2","1"
"1/3 tbsp water","2","1"
"2/3 tbsp water","2","1"
"1 1/3 tbsp water","2","1"
"1 1/8 tbsp water","2","1"
"3  tbsp water","2","1"
"3 1/4 tbsp water","2","1"
"inches parchment paper","2","1"
"1/8 inches parchment paper","2","1"
"1/4 inches parchment paper","2","1"
"1/2 inches parchment paper","2","1"
"3/4 inches parchment paper","2","1"
"1/3 inches parchment paper","2","1"
"2/3 inches parchment paper","2","1"
"1/3 inches parchment paper","2","1"
"1/8 inches parchment paper","2","1"
"6 1/3 inches parchment paper","2","1"
"6 3/4 inches parchment paper","2","1"
"tsp pectic enzyme, optional","2","1"
"1/8 tsp pectic enzyme, optional","2","1"
"1/4 tsp pectic enzyme, optional","2","1"
"1/2 tsp pectic enzyme, optional","2","1"
"3/4 tsp pectic enzyme, optional","2","1"
"1/3 tsp pectic enzyme, optional","2","1"
"2/3 tsp pectic enzyme, optional","2","1"
"1 1/3 tsp pectic enzyme, optional","2","1"
"1 1/4 tsp pectic enzyme, optional","2","1"
"2 1/3 tsp pectic enzyme, optional","2","1"
"2 1/8 tsp pectic enzyme, optional","2","1"
"inches parchment paper","2","1"
"1/8 inches parchment paper","2","1"
"1/4 inches parchment paper","2","1"
"1/2 inches parchment paper","2","1"
"3/4 inches parchment paper","2","1"
"1/3 inches parchment paper","2","1"
"2/3 inches parchment paper","2","1"
"6 3/4 inches parchment paper","2","1"
"6 1/2 inches parchment paper","2","1"
"4  inches parchment paper","2","1"
"4 1/2 inches parchment paper","2","1"
"- pound chicken","2","1"
"1/8 - pound chicken","2","1"
"1/4 - pound chicken","2","1"
"1/2 - pound chicken","2","1"
"3/4 - pound chicken","2","1"
"1/3 - pound chicken","2","1"
"2/3 - pound chicken","2","1"
"2 1/4 - pound chicken","2","1"
"2 1/3 - pound chicken","2","1"
"12 3/4 - pound chicken","2","1"
"12 1/8 - pound chicken","2","1"
"tsp kosher salt","2","1"
"1/8 tsp kosher salt","2","1"
"1/4 tsp kosher salt","2","1"
"1/2 tsp kosher salt","2","1"
"3/4 tsp kosher salt","2","1"
"1/3 tsp kosher salt","2","1"
"2/3 tsp kosher salt","2","1"
"12 1/8 tsp kosher salt","2","1"
"12 1/3 tsp kosher salt","2","1"
"1/4 tsp kosher salt","2","1"
"1/8 tsp kosher salt","2","1"
"tsp black peppercorn, freshly ground","2","1"
"1/8 tsp black peppercorn, freshly ground","2","1"
"1/4 tsp black peppercorn, freshly ground","2","1"
"1/2 tsp black peppercorn, freshly ground","2","1"
"3/4 tsp black peppercorn, freshly ground","2","1"
"1/3 tsp black peppercorn, freshly ground","2","1"
"2/3 tsp black peppercorn, freshly ground","2","1"
"3 2/3 tsp black peppercorn, freshly ground","2","1"
"3 1/8 tsp black peppercorn, freshly ground","2","1"
"1 3/4 tsp black peppercorn, freshly ground","2","1"
"1 2/3 tsp black peppercorn, freshly ground","2","1"
"cup olive oil","2","1"
"1/8 cup olive oil","2","1"
"1/4 cup olive oil","2","1"
"1/2 cup olive oil","2","1"
"3/4 cup olive oil","2","1"
"1/3 cup olive oil","2","1"
"2/3 cup olive oil","2","1"
"1 1/4 cup olive oil","2","1"
"1 1/3 cup olive oil","2","1"
"12 1/4 cup olive oil","2","1"
"12 1/8 cup olive oil","2","1"
"tbsp olive oil","2","1"
"1/8 tbsp olive oil","2","1"
"1/4 tbsp olive oil","2","1"
"1/2 tbsp olive oil","2","1"
"3/4 tbsp olive oil","2","1"
"1/3 tbsp olive oil","2","1"
"2/3 tbsp olive oil","2","1"
"12 1/4 tbsp olive oil","2","1"
"12 2/3 tbsp olive oil","2","1"
"6 1/4 tbsp olive oil","2","1"
"6 1/2 tbsp olive oil","2","1"
"sprigs fresh thyme","2","1"
"1/8 sprigs fresh thyme","2","1"
"1/4 sprigs fresh thyme","2","1"
"1/2 sprigs fresh thyme","2","1"
"3/4 sprigs fresh thyme","2","1"
"1/3 sprigs fresh thyme","2","1"
"2/3 sprigs fresh thyme","2","1"
"1 1/8 sprigs fresh thyme","2","1"
"1 1/3 sprigs fresh thyme","2","1"
"1/2 sprigs fresh thyme","2","1"
"1/8 sprigs fresh thyme","2","1"
"cloves garlic, peeled","2","1"
"1/8 cloves garlic, peeled","2","1"
"1/4 cloves garlic, peeled","2","1"
"1/2 cloves garlic, peeled","2","1"
"3/4 cloves garlic, peeled","2","1"
"1/3 cloves garlic, peeled","2","1"
"2/3 cloves garlic, peeled","2","1"
"6 1/3 cloves garlic, peeled","2","1"
"6 1/2 cloves garlic, peeled","2","1"
"2/3 cloves garlic, peeled","2","1"
"1/4 cloves garlic, peeled","2","1"
"head cauliflower, cut into bite-sized chunks","2","1"
"1/8 head cauliflower, cut into bite-sized chunks","2","1"
"1/4 head cauliflower, cut into bite-sized chunks","2","1"
"1/2 head cauliflower, cut into bite-sized chunks","2","1"
"3/4 head cauliflower, cut into bite-sized chunks","2","1"
"1/3 head cauliflower, cut into bite-sized chunks","2","1"
"2/3 head cauliflower, cut into bite-sized chunks","2","1"
"4 1/3 head cauliflower, cut into bite-sized chunks","2","1"
"4 1/2 head cauliflower, cut into bite-sized chunks","2","1"
"12 1/8 head cauliflower, cut into bite-sized chunks","2","1"
"12 1/3 head cauliflower, cut into bite-sized chunks","2","1"
"tbsp extra virgin olive oil","2","1"
"1/8 tbsp extra virgin olive oil","2","1"
"1/4 tbsp extra virgin olive oil","2","1"
"1/2 tbsp extra virgin olive oil","2","1"
"3/4 tbsp extra virgin olive oil","2","1"
"1/3 tbsp extra virgin olive oil","2","1"
"2/3 tbsp extra virgin olive oil","2","1"
"6 1/3 tbsp extra virgin olive oil","2","1"
"6  tbsp extra virgin olive oil","2","1"
"2 1/3 tbsp extra virgin olive oil","2","1"
"2 1/8 tbsp extra virgin olive oil","2","1"
"tsp kosher salt","2","1"
"1/8 tsp kosher salt","2","1"
"1/4 tsp kosher salt","2","1"
"1/2 tsp kosher salt","2","1"
"3/4 tsp kosher salt","2","1"
"1/3 tsp kosher salt","2","1"
"2/3 tsp kosher salt","2","1"
"1  tsp kosher salt","2","1"
"1 3/4 tsp kosher salt","2","1"
"12 1/2 tsp kosher salt","2","1"
"12 1/8 tsp kosher salt","2","1"
"oz canned tomatoes","2","1"
"1/8 oz canned tomatoes","2","1"
"1/4 oz canned tomatoes","2","1"
"1/2 oz canned tomatoes","2","1"
"3/4 oz canned tomatoes","2","1"
"1/3 oz canned tomatoes","2","1"
"2/3 oz canned tomatoes","2","1"
"6 1/4 oz canned tomatoes","2","1"
"6 2/3 oz canned tomatoes","2","1"
"2 2/3 oz canned tomatoes","2","1"
"2 1/4 oz canned tomatoes","2","1"
"cloves garlic, minced","2","1"
"1/8 cloves garlic, minced","2","1"
"1/4 cloves garlic, minced","2","1"
"1/2 cloves garlic, minced","2","1"
"3/4 cloves garlic, minced","2","1"
"1/3 cloves garlic, minced","2","1"
"2/3 cloves garlic, minced","2","1"
"2 1/4 cloves garlic, minced","2","1"
"2 2/3 cloves garlic, minced","2","1"
"12  cloves garlic, minced","2","1"
"12 3/4 cloves garlic, minced","2","1"
"tsp red pepper flakes","2","1"
"1/8 tsp red pepper flakes","2","1"
"1/4 tsp red pepper flakes","2","1"
"1/2 tsp red pepper flakes","2","1"
"3/4 tsp red pepper flakes","2","1"
"1/3 tsp red pepper flakes","2","1"
"2/3 tsp red pepper flakes","2","1"
"1/8 tsp red pepper flakes","2","1"
"tsp red pepper flakes","2","1"
"1 1/2 tsp red pepper flakes","2","1"
"1  tsp red pepper flakes","2","1"
"lb penne","2","1"
"1/8 lb penne","2","1"
"1/4 lb penne","2","1"
"1/2 lb penne","2","1"
"3/4 lb penne","2","1"
"1/3 lb penne","2","1"
"2/3 lb penne","2","1"
"12 2/3 lb penne","2","1"
"12 1/4 lb penne","2","1"
"3 1/2 lb penne","2","1"
"3 1/8 lb penne","2","1"
"qts water","2","1"
"1/8 qts water","2","1"
"1/4 qts water","2","1"
"1/2 qts water","2","1"
"3/4 qts water","2","1"
"1/3 qts water","2","1"
"2/3 qts water","2","1"
"4  qts water","2","1"
"4 1/2 qts water","2","1"
"6  qts water","2","1"
"6 1/2 qts water","2","1"
"tbsp kosher salt","2","1"
"1/8 tbsp kosher salt","2","1"
"1/4 tbsp kosher salt","2","1"
"1/2 tbsp kosher salt","2","1"
"3/4 tbsp kosher salt","2","1"
"1/3 tbsp kosher salt","2","1"
"2/3 tbsp kosher salt","2","1"
"3 1/3 tbsp kosher salt","2","1"
"3  tbsp kosher salt","2","1"
"6 1/4 tbsp kosher salt","2","1"
"6 1/2 tbsp kosher salt","2","1"
"cup parmesan, shredded","2","1"
"1/8 cup parmesan, shredded","2","1"
"1/4 cup parmesan, shredded","2","1"
"1/2 cup parmesan, shredded","2","1"
"3/4 cup parmesan, shredded","2","1"
"1/3 cup parmesan, shredded","2","1"
"2/3 cup parmesan, shredded","2","1"
"12  cup parmesan, shredded","2","1"
"12 1/4 cup parmesan, shredded","2","1"
"4 1/8 cup parmesan, shredded","2","1"
"4 1/4 cup parmesan, shredded","2","1"
"cup cheddar, shredded","2","1"
"1/8 cup cheddar, shredded","2","1"
"1/4 cup cheddar, shredded","2","1"
"1/2 cup cheddar, shredded","2","1"
"3/4 cup cheddar, shredded","2","1"
"1/3 cup cheddar, shredded","2","1"
"2/3 cup cheddar, shredded","2","1"
"1 3/4 cup cheddar, shredded","2","1"
"1 1/3 cup cheddar, shredded","2","1"
"12 1/2 cup cheddar, shredded","2","1"
"12  cup cheddar, shredded","2","1"
"cup plain bread crumbs","2","1"
"1/8 cup plain bread crumbs","2","1"
"1/4 cup plain bread crumbs","2","1"
"1/2 cup plain bread crumbs","2","1"
"3/4 cup plain bread crumbs","2","1"
"1/3 cup plain bread crumbs","2","1"
"2/3 cup plain bread crumbs","2","1"
"3 1/4 cup plain bread crumbs","2","1"
"3 1/3 cup plain bread crumbs","2","1"
"12 2/3 cup plain bread crumbs","2","1"
"12 3/4 cup plain bread crumbs","2","1"
"tbsp parsley, minced","2","1"
"1/8 tbsp parsley, minced","2","1"
"1/4 tbsp parsley, minced","2","1"
"1/2 tbsp parsley, minced","2","1"
"3/4 tbsp parsley, minced","2","1"
"1/3 tbsp parsley, minced","2","1"
"2/3 tbsp parsley, minced","2","1"
"1 2/3 tbsp parsley, minced","2","1"
"1 1/8 tbsp parsley, minced","2","1"
"4 1/3 tbsp parsley, minced","2","1"
"4 1/2 tbsp parsley, minced","2","1"
"lb sunchoke","2","1"
"1/8 lb sunchoke","2","1"
"1/4 lb sunchoke","2","1"
"1/2 lb sunchoke","2","1"
"3/4 lb sunchoke","2","1"
"1/3 lb sunchoke","2","1"
"2/3 lb sunchoke","2","1"
"1/4 lb sunchoke","2","1"
"2/3 lb sunchoke","2","1"
"3 1/3 lb sunchoke","2","1"
"3 2/3 lb sunchoke","2","1"
"cup milk","2","1"
"1/8 cup milk","2","1"
"1/4 cup milk","2","1"
"1/2 cup milk","2","1"
"3/4 cup milk","2","1"
"1/3 cup milk","2","1"
"2/3 cup milk","2","1"
"1  cup milk","2","1"
"1 2/3 cup milk","2","1"
"2 3/4 cup milk","2","1"
"2 1/2 cup milk","2","1"
"cup water","2","1"
"1/8 cup water","2","1"
"1/4 cup water","2","1"
"1/2 cup water","2","1"
"3/4 cup water","2","1"
"1/3 cup water","2","1"
"2/3 cup water","2","1"
"2 1/8 cup water","2","1"
"2 1/3 cup water","2","1"
"4  cup water","2","1"
"4 1/8 cup water","2","1"
"cup heavy cream","2","1"
"1/8 cup heavy cream","2","1"
"1/4 cup heavy cream","2","1"
"1/2 cup heavy cream","2","1"
"3/4 cup heavy cream","2","1"
"1/3 cup heavy cream","2","1"
"2/3 cup heavy cream","2","1"
"1/2 cup heavy cream","2","1"
"1/3 cup heavy cream","2","1"
"12 3/4 cup heavy cream","2","1"
"12 1/3 cup heavy cream","2","1"
"cloves garlic, sliced thin","2","1"
"1/8 cloves garlic, sliced thin","2","1"
"1/4 cloves garlic, sliced thin","2","1"
"1/2 cloves garlic, sliced thin","2","1"
"3/4 cloves garlic, sliced thin","2","1"
"1/3 cloves garlic, sliced thin","2","1"
"2/3 cloves garlic, sliced thin","2","1"
"1 1/4 cloves garlic, sliced thin","2","1"
"1 2/3 cloves garlic, sliced thin","2","1"
"4 1/3 cloves garlic, sliced thin","2","1"
"4 1/2 cloves garlic, sliced thin","2","1"
"tsp nutmeg, freshly grated","2","1"
"1/8 tsp nutmeg, freshly grated","2","1"
"1/4 tsp nutmeg, freshly grated","2","1"
"1/2 tsp nutmeg, freshly grated","2","1"
"3/4 tsp nutmeg, freshly grated","2","1"
"1/3 tsp nutmeg, freshly grated","2","1"
"2/3 tsp nutmeg, freshly grated","2","1"
"6 1/3 tsp nutmeg, freshly grated","2","1"
"6  tsp nutmeg, freshly grated","2","1"
"1 1/8 tsp nutmeg, freshly grated","2","1"
"1 1/4 tsp nutmeg, freshly grated","2","1"
"tsp kosher salt","2","1"
"1/8 tsp kosher salt","2","1"
"1/4 tsp kosher salt","2","1"
"1/2 tsp kosher salt","2","1"
"3/4 tsp kosher salt","2","1"
"1/3 tsp kosher salt","2","1"
"2/3 tsp kosher salt","2","1"
"6 1/2 tsp kosher salt","2","1"
"6 1/4 tsp kosher salt","2","1"
"3  tsp kosher salt","2","1"
"3 1/2 tsp kosher salt","2","1"
"tsp white peppercorn, freshly ground","2","1"
"1/8 tsp white peppercorn, freshly ground","2","1"
"1/4 tsp white peppercorn, freshly ground","2","1"
"1/2 tsp white peppercorn, freshly ground","2","1"
"3/4 tsp white peppercorn, freshly ground","2","1"
"1/3 tsp white peppercorn, freshly ground","2","1"
"2/3 tsp white peppercorn, freshly ground","2","1"
"2 1/3 tsp white peppercorn, freshly ground","2","1"
"2 1/8 tsp white peppercorn, freshly ground","2","1"
"12 1/4 tsp white peppercorn, freshly ground","2","1"
"12 2/3 tsp white peppercorn, freshly ground","2","1"
"cup gruyere, shredded","2","1"
"1/8 cup gruyere, shredded","2","1"
"1/4 cup gruyere, shredded","2","1"
"1/2 cup gruyere, shredded","2","1"
"3/4 cup gruyere, shredded","2","1"
"1/3 cup gruyere, shredded","2","1"
"2/3 cup gruyere, shredded","2","1"
"2  cup gruyere, shredded","2","1"
"2 2/3 cup gruyere, shredded","2","1"
"4  cup gruyere, shredded","2","1"
"4 2/3 cup gruyere, shredded","2","1"
"oz mezcal","2","1"
"1/8 oz mezcal","2","1"
"1/4 oz mezcal","2","1"
"1/2 oz mezcal","2","1"
"3/4 oz mezcal","2","1"
"1/3 oz mezcal","2","1"
"2/3 oz mezcal","2","1"
"3  oz mezcal","2","1"
"3 1/2 oz mezcal","2","1"
"12 1/2 oz mezcal","2","1"
"12  oz mezcal","2","1"
"oz fresh pomegranate juice","2","1"
"1/8 oz fresh pomegranate juice","2","1"
"1/4 oz fresh pomegranate juice","2","1"
"1/2 oz fresh pomegranate juice","2","1"
"3/4 oz fresh pomegranate juice","2","1"
"1/3 oz fresh pomegranate juice","2","1"
"2/3 oz fresh pomegranate juice","2","1"
"2 1/3 oz fresh pomegranate juice","2","1"
"2  oz fresh pomegranate juice","2","1"
"4 1/4 oz fresh pomegranate juice","2","1"
"4  oz fresh pomegranate juice","2","1"
"oz simple syrup","2","1"
"1/8 oz simple syrup","2","1"
"1/4 oz simple syrup","2","1"
"1/2 oz simple syrup","2","1"
"3/4 oz simple syrup","2","1"
"1/3 oz simple syrup","2","1"
"2/3 oz simple syrup","2","1"
"oz simple syrup","2","1"
"3/4 oz simple syrup","2","1"
"2 3/4 oz simple syrup","2","1"
"2 1/4 oz simple syrup","2","1"
"tsp harissa paste","2","1"
"1/8 tsp harissa paste","2","1"
"1/4 tsp harissa paste","2","1"
"1/2 tsp harissa paste","2","1"
"3/4 tsp harissa paste","2","1"
"1/3 tsp harissa paste","2","1"
"2/3 tsp harissa paste","2","1"
"3 1/4 tsp harissa paste","2","1"
"3 1/3 tsp harissa paste","2","1"
"4 1/8 tsp harissa paste","2","1"
"4 2/3 tsp harissa paste","2","1"
"tsp rose water","2","1"
"1/8 tsp rose water","2","1"
"1/4 tsp rose water","2","1"
"1/2 tsp rose water","2","1"
"3/4 tsp rose water","2","1"
"1/3 tsp rose water","2","1"
"2/3 tsp rose water","2","1"
"2  tsp rose water","2","1"
"2 1/2 tsp rose water","2","1"
"1/2 tsp rose water","2","1"
"1/3 tsp rose water","2","1"
"tbsp egg white","2","1"
"1/8 tbsp egg white","2","1"
"1/4 tbsp egg white","2","1"
"1/2 tbsp egg white","2","1"
"3/4 tbsp egg white","2","1"
"1/3 tbsp egg white","2","1"
"2/3 tbsp egg white","2","1"
"tbsp egg white","2","1"
"2/3 tbsp egg white","2","1"
"2 1/8 tbsp egg white","2","1"
"2 1/3 tbsp egg white","2","1"
"oz freshly squeezed lemon juice","2","1"
"1/8 oz freshly squeezed lemon juice","2","1"
"1/4 oz freshly squeezed lemon juice","2","1"
"1/2 oz freshly squeezed lemon juice","2","1"
"3/4 oz freshly squeezed lemon juice","2","1"
"1/3 oz freshly squeezed lemon juice","2","1"
"2/3 oz freshly squeezed lemon juice","2","1"
"2  oz freshly squeezed lemon juice","2","1"
"2 2/3 oz freshly squeezed lemon juice","2","1"
"3 1/2 oz freshly squeezed lemon juice","2","1"
"3 1/3 oz freshly squeezed lemon juice","2","1"
"ice cube","2","1"
"1/8 ice cube","2","1"
"1/4 ice cube","2","1"
"1/2 ice cube","2","1"
"3/4 ice cube","2","1"
"1/3 ice cube","2","1"
"2/3 ice cube","2","1"
"4  ice cube","2","1"
"4 1/2 ice cube","2","1"
"2 1/2 ice cube","2","1"
"2  ice cube","2","1"
"tsp pomegranate seed, ground","2","1"
"1/8 tsp pomegranate seed, ground","2","1"
"1/4 tsp pomegranate seed, ground","2","1"
"1/2 tsp pomegranate seed, ground","2","1"
"3/4 tsp pomegranate seed, ground","2","1"
"1/3 tsp pomegranate seed, ground","2","1"
"2/3 tsp pomegranate seed, ground","2","1"
"tsp pomegranate seed, ground","2","1"
"1/4 tsp pomegranate seed, ground","2","1"
"2 1/3 tsp pomegranate seed, ground","2","1"
"2  tsp pomegranate seed, ground","2","1"
"tsp ground pink peppercorn","2","1"
"1/8 tsp ground pink peppercorn","2","1"
"1/4 tsp ground pink peppercorn","2","1"
"1/2 tsp ground pink peppercorn","2","1"
"3/4 tsp ground pink peppercorn","2","1"
"1/3 tsp ground pink peppercorn","2","1"
"2/3 tsp ground pink peppercorn","2","1"
"1/3 tsp ground pink peppercorn","2","1"
"2/3 tsp ground pink peppercorn","2","1"
"2 1/4 tsp ground pink peppercorn","2","1"
"2 3/4 tsp ground pink peppercorn","2","1"
"tsp sea salt","2","1"
"1/8 tsp sea salt","2","1"
"1/4 tsp sea salt","2","1"
"1/2 tsp sea salt","2","1"
"3/4 tsp sea salt","2","1"
"1/3 tsp sea salt","2","1"
"2/3 tsp sea salt","2","1"
"3 3/4 tsp sea salt","2","1"
"3  tsp sea salt","2","1"
"1 2/3 tsp sea salt","2","1"
"1 1/2 tsp sea salt","2","1"
"head radicchio, torn into bite sized pieces","2","1"
"1/8 head radicchio, torn into bite sized pieces","2","1"
"1/4 head radicchio, torn into bite sized pieces","2","1"
"1/2 head radicchio, torn into bite sized pieces","2","1"
"3/4 head radicchio, torn into bite sized pieces","2","1"
"1/3 head radicchio, torn into bite sized pieces","2","1"
"2/3 head radicchio, torn into bite sized pieces","2","1"
"2 1/3 head radicchio, torn into bite sized pieces","2","1"
"2 2/3 head radicchio, torn into bite sized pieces","2","1"
"3/4 head radicchio, torn into bite sized pieces","2","1"
"head radicchio, torn into bite sized pieces","2","1"
"cups watercress","2","1"
"1/8 cups watercress","2","1"
"1/4 cups watercress","2","1"
"1/2 cups watercress","2","1"
"3/4 cups watercress","2","1"
"1/3 cups watercress","2","1"
"2/3 cups watercress","2","1"
"12  cups watercress","2","1"
"12 2/3 cups watercress","2","1"
"4 2/3 cups watercress","2","1"
