"content","class"
"Combine%20ingredients%20in%20a%20cocktail%20shaker%20and%20fill%20with%20ice.%20Shake%20well%20and%20strain%20into%20a%20chilled%20cocktail%20glass.%20Garnish%20with%20a%20cherry.",1
"Combine%20ingredients%20in%20a%20cocktail%20shaker%20and%20fill%20with%20ice.%20Shake%20well%20and%20strain%20into%20a%20chilled%20cocktail%20glass.",1
"Combine%20ingredients%20in%20a%20mixing%20glass%20and%20fill%20with%20ice.%20Stir%20well%20and%20strain%20into%20a%20chilled%20cocktail%20glass.%20Twist%20a%20piece%20of%20orange%20peel%20over%20the%20drink%20and%20use%20as%20garnish.",1
"Combine%20ingredients%20in%20a%20mixing%20glass%20and%20fill%20with%20ice.%20Stir%20well%20and%20strain%20into%20a%20chilled%20cocktail%20glass.%20Garnish%20with%20a%20twist%20of%20orange%20peel.",1
"Combine%20ingredients%20in%20a%20mixing%20glass%20and%20fill%20with%20ice.%20Stir%20well%20for%2020%20seconds%20and%20strain%20into%20chilled%20cocktail%20glass.%20",1
"Combine%20ingredients%20in%20a%20cocktail%20shaker,%20and%20fill%20with%20ice.%20Shake%20well,%20and%20strain%20into%20a%20chilled%20cocktail%20glass.",1
"The%20Contessa%20is%20comfortable%20in%20two%20variations:%20for%20the%20first,%20simply%20combine%20the%20ingredients%20in%20a%20mixing%20glass%20and%20fill%20with%20ice;%20stir%20well%20for%2020%20seconds%20and%20strain%20into%20a%20chilled%20cocktail%20glass.%20For%20the%20second%20variation,%20stir%20with%20ice%20as%20above%20and%20strain%20into%20a%20rocks%20or%20old%20fashioned%20glass%20filled%20with%20fresh%20ice.%20Either%20way,%20be%20sure%20to%20twist%20a%20piece%20of%20orange%20peel%20over%20the%20drink%20and%20use%20as%20garnish.",1
"Combine%20ingredients%20in%20a%20mixing%20glass%20and%20fill%20with%20cracked%20ice.%20Stir%20well%20for%2020%20seconds%20and%20strain%20into%20chilled%20cocktail%20glass%20or%20coupe.",1
"Fill%20a%20Delmonico%20or%20Old%20Fashioned%20glass%20with%20ice%20and%20add%20ingredients.%20Stir%20briefly%20to%20mix%20and%20chill,%20and%20garnish%20with%20a%20grapefruit%20twist.",1
"Combine%20ingredients%20in%20a%20mixing%20glass%20and%20fill%20with%20ice.%20Stir%20well%20for%2020%20seconds%20and%20strain%20into%20chilled%20cocktail%20glass.%20Twist%20a%20piece%20of%20orange%20peel%20over%20the%20drink%20and%20use%20as%20garnish.",1
"Combine%20ingredients%20in%20a%20cocktail%20shaker%20and%20fill%20with%20ice.%20Shake%20well%20for%2010%20seconds%20and%20strain%20into%20a%20chilled%20cocktail%20glass.",1
"Combine%20ingredients%20in%20a%20cocktail%20shaker%20and%20fill%20with%20ice.%20Shake%20well%20for%2010%20seconds%20and%20strain%20into%20a%20chilled%20cocktail%20glass.%20Garnish%20with%20a%20thin%20wedge%20of%20lime.",1
"Rinse%20a%20heavy%20mug%20with%20boiling%20water,%20then%20add%20sugar.%20Add%20water%20and%20stir%20until%20sugar%20is%20dissolved,%20then%20add%20whisky%20or%20your%20chosen%20spirit.%20",1
"Combine%20gin,%20lemon%20juice,%20and%20honey%20syrup%20in%20a%20cocktail%20shaker,%20stir%20briefly%20to%20dissolve%20honey%20syrup,%20then%20fill%20with%20ice.%20Shake%20well%20for%2010%20seconds%20and%20strain%20into%20a%20chilled%20cocktail%20glass.",1
"Combine%20ingredients%20in%20a%20bar%20glass%20and%20add%20cracked%20ice.%20Stir%20well%20for%2020%20seconds%20and%20strain%20into%20chilled%20cocktail%20glass.%20Garnish%20with%20a%20cherry.",1
"Combine%20ingredients%20in%20a%20mixing%20glass%20and%20fill%20with%20cracked%20ice.%20Stir%20well%20for%2020%20seconds%20and%20strain%20into%20chilled%20cocktail%20glasses.%20",1
"Combine%20ingredients%20in%20a%20cocktail%20shaker%20and%20fill%20with%20ice.%20Shake%20well%20for%2010%20seconds%20and%20strain%20into%20chilled%20cocktail%20glass.",1
"Combine%20ingredients%20in%20a%20cocktail%20shaker%20and%20fill%20with%20ice.%20Shake%20well%20for%2010%20seconds%20and%20strain%20into%20a%20chilled%20cocktail%20glass.%20Garnish%20with%20an%20orange%20twist.",1
"Using%20a%20wooden%20muddler%20or%20the%20back%20of%20a%20wooden%20spoon%2C%20lightly%20bruise%20the%20mint%20leaves%20in%20the%20bottom%20of%20a%20tall%20chimney%20or%20highball%20glass%2C%20gently%20rubbing%20the%20leaves%20along%20the%20sides%20of%20the%20glass%20to%20coat%20with%20the%20fragrant%20oil.%20Add%20remaining%20ingredients%20to%20the%20glass%20and%20fill%20with%20crushed%20ice.%20Using%20a%20bar%20spoon%2C%20swizzle%20the%20drink%20by%20gently%20twirling%20the%20spoon%20between%20the%20palms%20of%20your%20hands%2C%20adding%20additional%20crushed%20ice%20as%20needed.%20Continue%20until%20a%20layer%20of%20frost%20develops%20on%20the%20outside%20of%20the%20glass.%20Garnish%20with%20a%20sprig%20of%20mint%2C%20spear%20with%20a%20straw%20and%20serve.",1
"Combine%20ingredients%20in%20a%20cocktail%20shaker%20and%20fill%20with%20ice.%20Shake%20well%20for%2010%20seconds%20and%20strain%20into%20chilled%20cocktail%20glass.%20",1
"In%20a%20rocks%20or%20old-fashioned%20glass%2C%20pour%20the%20cane%20syrup%20and%20squeeze%20the%20lime%20slice%2C%20which%20has%20been%20cut%20from%20the%20side%20of%20the%20fruit%20so%20that%20the%20aromatic%20oils%20from%20the%20peel%20will%20flavor%20the%20drink.%20Add%20the%20rum%20and%20stir%20until%20syrup%20is%20dissolved%3B%20add%20a%20few%20large%20cubes%20of%20ice%20and%20briefly%20stir%20to%20chill.",1
"Combine%20ingredients%20in%20a%20mixing%20glass%20and%20fill%20with%20cracked%20ice%3B%20stir%20well%20for%2020-30%20seconds%20and%20strain%20into%20a%20chilled%20cocktail%20glass.%20Garnish%20with%20a%20cherry.",1
"Fill%20a%20highball%20glass%20with%20ice.%20Add%20rum%2C%20top%20with%20coconut%20water.%20Insert%20straw.%20Relax.",1
"Pour%20Campari%20and%20vermouth%20into%20an%20ice-filled%20highball%20glass;%20top%20with%20club%20soda.%20Garnish%20with%20an%20orange%20wheel.",1
"Introduce%20all%20ingredients%20to%20a%20cocktail%20shaker.%20Fill%20with%20ice%20and%20shake%20well%20for%2010%20seconds.%20Strain%20into%20chilled%20cocktail%20glass%3B%20garnish%20with%20an%20orange%20wheel.%20",1
"Pour%20ingredients%20into%20a%20cocktail%20shaker%20and%20fill%20with%20ice.%20Shake%20well%20for%2010%20seconds%20and%20strain%20into%20a%20chilled%20cocktail%20glass.%20Serve.",1
"Pour%20all%20ingredients%20into%20a%20mixing%20glass%20and%20fill%20with%20cracked%20ice.%20Stir%20well%20for%2030%20seconds%20and%20strain%20into%20a%20chilled%20cocktail%20glass.%20Garnish%20with%20a%20piece%20of%20orange%20or%20lemon%20peel,%20or%20nothing%20at%20all.",1
"Pour%20ingredients%20into%20a%20cocktail%20shaker%20and%20fill%20with%20ice.%20Shake%20well%20for%2010%20seconds%20and%20strain%20into%20a%20chilled%20cocktail%20glass.%20Twist%20a%20piece%20of%20lemon%20peel%20over%20the%20drink%20and%20use%20for%20garnish.",1
"Pour%20ingredients%20into%20mixing%20glass%20and%20fill%20with%20ice.%20Stir%20briskly%20for%2030%20seconds%3B%20strain%20into%20a%20chilled%20cocktail%20glass.",1
"Pour%20ingredients%20into%20a%20cocktail%20shaker%20and%20fill%20with%20ice.%20Shake%20well%20for%2010%20seconds%20and%20strain%20into%20a%20chilled%20cocktail%20glass.%20",1
"Add%20the%20vermouth,%20Cointreau%20and%20bitters%20to%20a%20mixing%20glass%20and%20fill%20with%20ice.%20Stir%20well%20for%2020%20seconds,%20and%20strain%20into%20a%20chilled%20cocktail%20glass.%20Gently%20pour%20the%20whiskey%20over%20a%20bar%20spoon%20so%20it%20floats%20on%20the%20surface%20of%20the%20drink,%20then%20twist%20a%20piece%20of%20lemon%20peel%20over%20the%20cocktail%20and%20use%20as%20garnish.",1
"Pour%20ingredients%20into%20a%20mixing%20glass%20and%20fill%20with%20ice;%20stir%20well%20for%2030%20seconds,%20and%20strain%20into%20a%20chilled%20cocktail%20glass.%20Garnish%20with%20a%20lemon%20twist.",1
"Shake%20with%20ice%20and%20pour%2C%20unstrained%2C%20into%20an%20Old%20Fashioned%20glass.%20Garnish%20with%20spiral-cut%20orange%20and%20lemon%20peels.",1
"Pour%20ingredients%20into%20a%20cocktail%20shaker%20and%20fill%20with%20ice%3B%20shake%20well%20and%20strain%20into%20a%20chilled%20cocktail%20glass%20%28you%20can%20instead%20pour%20it%20over%20shaved%20ice%20in%20an%20old%20fashioned%20glass%2C%20if%20you%20prefer%29.%20Garnish%20with%20a%20fresh%20mint%20leaf.",1
"Pour%20ingredients%20into%20a%20cocktail%20shaker%3B%20fill%20with%20ice%20and%20shake%20well%20for%2010%20seconds.%20Strain%20into%20a%20chilled%20cocktail%20glass.",1
"Combine%20ingredients%20in%20a%20cocktail%20shaker.%20Fill%20with%20ice%2C%20and%20shake%20briskly%20for%2010%20seconds.%20Strain%20into%20a%20chilled%20cocktail%20glass.",1
"Pour%20ingredients%20into%20a%20mixing%20glass%20and%20fill%20with%20ice.%20Stir%20briskly%20for%2030%20seconds;%20strain%20into%20a%20chilled%20cocktail%20glass.%20Twist%20a%20large%20piece%20of%20lemon%20peel%20over%20the%20drink,%20and%20use%20the%20twist%20as%20garnish.",1
"Pour%20ingredients%20into%20a%20mixing%20glass%20and%20fill%20with%20ice.%20Stir%20briskly%20for%2030%20seconds%2C%20then%20strain%20into%20a%20chilled%20cocktail%20glass.%20Garnish%20with%20a%20cherry%20or%20a%20twist%20of%20lemon%20peel.",1
"Pour%20ingredients%20into%20a%20cocktail%20shaker,%20fill%20with%20ice%20and%20shake%20well%20for%2010%20seconds.%20Strain%20into%20a%20chilled%20cocktail%20glass;%20garnish%20with%20a%20lemon%20twist.",1
"In%20a%20mixing%20glass%20half%20full%20of%20ice%2C%20stir%20together%20Zucca%2C%20Scotch%2C%20and%20bitters%20until%20chilled%2C%20about%2020%20seconds.%20Add%20soda%20and%20lemon%20juice%20to%20mixing%20glass%20and%20give%20one%20gentle%20stir.%20Strain%2C%20dividing%20between%20two%20highball%20glasses%20filled%20with%20ice.%20Garnish%20with%20lemon%20twist%20and%20serve%20immediately.%20",1
"Add%20the%20mezcal%2C%20vermouth%2C%20Yellow%20Chartreuse%2C%20and%20bitters%20to%20a%20mixing%20glass.%20Fill%202/3%20full%20with%20ice%20and%20stir%20until%20well%20chilled%2C%20about%2020%20seconds.%20Strain%20into%20a%20cocktail%20glass%2C%20garnish%20with%20the%20grapefruit%20twist%20and%20serve.",1
"Combine%20all%20ingredients%20in%20a%20shaker%20filled%202/3%20with%20ice.%20Shake%20hard%20for%2030%20seconds%20to%20incorporate%20and%20strain%20into%20a%20rocks%20glass%20filled%20with%20fresh%20ice.%20Garnish%20according%20to%20your%20own%20inner%20tiki%20style.",1
"Bring%20apple%20cider%20to%20a%20simmer%20in%20a%20medium%20saucepan.%20Add%20rye%2C%20Campari%2C%20and%20vermouth%2C%20stir%20until%20warm.%20Divide%20between%20two%20heatproof%20mugs%20or%20glass%20serving%20glasses%2C%20garnish%20with%20orange%20twist%20and%20serve%20immediately.%20",1
"Pour%20gin%2C%20vermouth%2C%20absinthe%2C%20and%20creme%20de%20violette%20into%20an%20ice-filled.%20Stir%20until%20well%20chilled%2C%20about%2020%20seconds.%20Strain%20into%20chilled%20cocktail%20glass%2C%20add%20lemon%20twist%2C%20and%20serve%20immediately.%20",1
"Add%20rum%2C%20rye%2C%20brandy%2C%20grenadine%2C%20and%20lemon%20juice%20to%20a%20cocktail%20shaker%20filled%20with%20ice.%20Shake%20until%20well%20chilled.%20Strain%20into%20a%20cocktail%20glass.%20Garnish%20with%20a%20lemon%20twist%20and%20serve.",1
"Add%20all%20ingredients%20to%20shaker.%20Add%20ice%20and%20shake%20well.%20Strain%20into%20a%20chilled%20coupe.",1
"In%20an%20Old%20Fashioned%20glass,%20stir%20Cynar,%20Punt%20e%20Mes,%20lemon%20juice,%20and%20orange%20bitters%20with%20a%20large%20ice%20cube%20until%20chilled.%20Add%20salt%20on%20top%20of%20ice%20and%20serve.%20",1
"Combine%20the%20vodka%2C%20lemon%20juice%2C%20and%20sugar%20in%20a%20cocktail%20shaker.%20Add%20ice%20and%20shake%20vigorously%20until%20well%20chilled%2C%20about%2020%20seconds.%20Strain%20into%20a%20chilled%20cocktail%20glass%20and%20garnish%20with%20a%20lemon%20twist.%20",1
"In%20a%20cocktail%20shaker,%20muddle%20cucumber%20rounds%20in%20simple%20syrup%20until%20mixture%20is%20an%20even%20paste.%20Add%20lemon,%20Pimm%27s,%20and%20rye,%20and%20fill%20shaker%20with%20ice.%20Shake%20until%20well%20chilled,%20about%2020%20seconds.%20Strain%20into%20ice-filled%20rocks%20glass.%20Garnish%20with%20cucumber%20ribbon%20if%20desired.",1
"In%20a%20mixing%20glass,%20stir%20together%20whiskey,%20Pimm%27s,%20pistachio%20liqueur,%20and%20Tawny%20Port%20with%20ice%20until%20well%20chilled,%20about%2020%20seconds.%20Strain%20into%20an%20ice-filled%20rocks%20glass.%20Garnish%20with%20orange%20twist.%20",1
"Add%20rye%2C%20Cynar%2C%20simple%20syrup%2C%20and%20bitters%20to%20a%20cocktail%20shaker%20and%20fill%20with%20ice.%20Shake%20until%20well%20chilled%2C%20about%2020%20seconds.%20Strain%20into%20two%20coupe%20glasses%20and%20serve%20immediately.%20",1
"Fill%20a%20mixing%20glass%20with%20ice.%20Add%20rye%2C%20Averna%2C%20Scotch%2C%20Gran%20Classico%2C%20and%20bitters.%20Stir%20for%2030%20seconds%2C%20or%20until%20well%20chilled.%20Strain%20into%20a%20coupe.%20",1
"Add%20the%20vermouths%20and%20absinthe%20into%20a%20mixing%20glass.%20Fill%20with%20ice%20and%20stir%20until%20cold,%2015%20to%2020%20seconds.%20Strain%20into%20a%20chilled%20cocktail%20glass.%20Garnish%20with%20orange%20twist%20and%20serve%20straight%20up.",1
"Stir%20rye,%20Lillet%20Blanc,%20apple%20brandy,%20Chatreuse,%20and%20bitters%20with%20ice%20and%20strain%20into%20a%20chilled%20coupe.%20Garnish%20with%20an%20orange%20twist.",1
"Combine%20tequila%20(or%20sotol),%20Benedictine,%20Lillet,%20and%20bitters%20in%20a%20mixing%20glass%20and%20fill%20with%20ice.%20Stir%20until%20well%20chilled,%20about%2030%20seconds.%20Strain%20into%20chilled%20coupe%20glass;%20twist%20lemon%20peel%20over%20drink%20and%20use%20as%20garnish.",1
"Combine%20bourbon,%20lime,%20allspice%20dram,%20bitters,%20and%20simple%20syrup%20in%20a%20cocktail%20shaker%20and%20fill%20with%20ice.%20Shake%20well%20and%20strain%20into%20chilled%20cocktail%20glass.",1
"Fill%20a%20cocktail%20shaker%202/3%20full%20with%20ice.%20Add%20Aperol,%20gin,%20lemon%20juice,%20simple%20syrup,%20and%20bitters.%20Shake%20until%20well%20chilled,%20about%2020%20seconds.%20Strain%20into%20a%20cocktail%20glass%20and%20garnish%20with%20orange%20twist.%20",1
"Combine%20rye%2C%20vermouth%2C%20absinthe%2C%20and%20bitters%20in%20an%20ice-filled%20mixing%20glass.%20Stir%20until%20well-chilled.%20Strain%20into%20an%20ice-filled%20rocks%20glass%20and%20garnish%20with%20an%20orange%20slice.",1
"Fill%20a%20mixing%20glass%20with%20ice.%20Add%20mezcal,%20Zucca,%20sweet%20vermouth,%20and%20mole%20bitters.%20Stir%20until%20well%20chilled.%20Strain%20into%20an%20ice-filled%20rocks%20glass%20and%20garnish%20with%20orange%20twist.%20",1
"Combine%20tea,%20ice,%20rum,%20cane%20syrup,%20and%20lemon%20(if%20using)%20in%20a%20large%20pitcher%20just%20before%20serving.%20Stir%20well%20and%20serve%20in%20ice-filled%20glasses,%20garnished%20with%20a%20lemon%20wedge.",1
"Fill%20a%20mixing%20glass%20with%20ice.%20Add%20tequila,%20Bonal,%20and%20creme%20de%20cacao.%20Stir%20until%20well%20chilled.%20Strain%20into%20serving%20glass%20and%20serve%20up;%20garnish%20with%20a%20lemon%20twist,%20flamed%20if%20desired.%20",1
"Fill%20a%20mixing%20glass%20with%20ice%20and%20add%20vermouth,%20Dubonnet,%20Cointreau,%20and%20orange%20bitters.%20Stir%20until%20chilled%20and%20strain%20into%20a%20cocktail%20glass.%20Garnish%20with%20orange%20twist%20and%20serve%20immediately.%20",1
"Fill%20a%20mixing%20glass%20with%20ice.%20Add%20gin,%20vermouth,%20Cocchi%20Americano,%20and%20sherry.%20Stir%20until%20well%20chilled.%20Strain%20into%20a%20cocktail%20glass,%20garnish%20with%20lemon%20twist,%20and%20serve.",1
"Add%20all%20ingredients%20to%20cocktail%20shaker.%20Fill%20with%20ice%20and%20shake%20for%2015%20seconds.%20Strain%20into%20an%20old%20fashioned%20glass%20filled%20with%20ice.%20Garnish%20with%20candied%20orange%20peel%20and%20a%20cherry%20and%20serve.%20",1
"Fill%20a%20cocktail%20shaker%20with%20ice,%20then%20add%20tequila,%20Campari,%20lime%20juice,%20grapefruit%20juice,%20and%20simple%20syrup.%20Shake%20well%20and%20strain%20into%20a%20chilled%20coupe.%20Garnish%20with%20grapefruit%20twist.%20",1
"Stir%20over%20ice%20and%20strain%20into%20an%20ice-filled%20brandy%20snifter%20%28or%20double%20old-fashioned%20glass%29.%20Break%20orange%20twist%20over%20the%20drink%2C%20then%20add%20as%20garnish.",1
"Add%20all%20ingredients%20to%20a%20blender%20and%20blend%20until%20smooth.%20Pour%20unstrained%20into%20a%20tall%20glass,%20garnish%20as%20desired.%20",1
"Pour%20tequila%2C%20elderflower%20liqueur%2C%20Chartreuse%2C%20and%20bitters%20into%20mixing%20glass.%20Fill%20about%20two-thirds%20full%20with%20ice%20cubes%20and%20stir%20for%2040%20revolutions.%20Strain%20into%20chilled%20cocktail%20glass.%20Garnish%20with%20lemon%20twist.",1
"Add%20triple%20sec%20and%20cranberry%20juice%20to%20champagne%20flute.%20Top%20with%20cold%20Champagne%20and%20garnish%20with%20cranberry%20or%20orange%20twist.%20Serve%20immediately.",1
"Combine%20ingredients%20in%20a%20mixing%20glass%20and%20fill%20with%20ice.%20Stir%20well%20until%20chilled%2C%20about%2030%20seconds.%20Strain%20into%20chilled%20cocktail%20glass%3B%20twist%20lemon%20peel%20over%20the%20drink%20and%20use%20as%20garnish.",1
"Combine%20liquid%20ingredients%20in%20a%20mixing%20glass%20and%20fill%20with%20ice.%20Stir%20well%20for%2020%20seconds%3B%20strain%20into%20chilled%20cocktail%20glass.%20Twist%20piece%20of%20orange%20peel%20over%20drink%20and%20use%20as%20garnish.",1
"Combine%20ingredients%20in%20a%20cocktail%20shaker%20and%20add%20plenty%20of%20crushed%20ice.%20Shake%20well%20and%20pour%2C%20unstrained%2C%20into%20old%20fashioned%20glass%2C%20tiki%20mug%20or%20Hurricane%20glass.%20Garnish%20with%20orange%20slice%20and%20a%20cherry.",1
"Combine%20ingredients%20in%20a%20cocktail%20shaker%20and%20fill%20with%20ice.%20Shake%20well%20for%2010%20seconds;%20strain%20into%20chilled%20cocktail%20glass.",1
"Combine%20ingredients%20%28except%20nutmeg%29%20in%20a%20blender%2C%20and%20blend%20at%20high%20speed%20for%20no%20more%20than%205%20seconds.%20Pour%20into%20a%20pilsner%20glass%20%28or%20other%20tall%20glass%29%20and%20add%20crushed%20ice%20to%20fill.%20Dust%20with%20nutmeg%3B%20garnish%20with%20a%20cinnamon%20stick.",1
"Combine%20ingredients%20in%20a%20mixing%20glass%20and%20fill%20with%20ice.%20Stir%20well%20for%2020%20seconds%2C%20and%20strain%20into%20a%20chilled%20cocktail%20glass.%20Twist%20a%20piece%20of%20orange%20peel%20over%20the%20drink%20and%20use%20as%20garnish.",1
"Combine%20ingredients%20in%20a%20mixing%20glass%20and%20fill%20with%20ice.%20Stir%20well%20for%20about%2020%20seconds%2C%20then%20strain%20into%20a%20chilled%20cocktail%20glass.%20Twist%20a%20piece%20of%20lemon%20or%20orange%20peel%20over%20the%20drink%20and%20use%20as%20garnish.",1
"Fill%20a%20mixing%20glass%202/3%20full%20with%20ice.%20Add%20whiskey%2C%20dry%20vermouth%2C%20and%20Campari.%20Stir%20until%20well%20chilled%2C%20about%2020%20seconds%2C%20and%20strain%20into%20chilled%20cocktail%20glass.%20Twist%20a%20piece%20of%20lemon%20peel%20over%20the%20drink%20and%20use%20as%20garnish.",1
"Combine%20ingredients%20in%20a%20mixing%20glass%20and%20fill%20with%20ice.%20Stir%20well%20for%20around%2020%20seconds%20and%20strain%20into%20a%20chilled%20cocktail%20glass.%20Twist%20a%20small%20piece%20of%20lemon%20peel%20over%20the%20drink%20and%20drop%20the%20twist%20in%20as%20garnish.",1
"Combine%20ingredients%20in%20a%20cocktail%20shaker%20and%20fill%20with%20ice.%20Shake%20well%20for%2010%20seconds%20and%20strain%20into%20a%20chilled%20cocktail%20glass.%20Garnish%20with%20a%20bit%20of%20lemon%20peel.",1
"Take%20a%20beer%20glass%20%28preferably%20one%20made%20for%20Belgian%20beers%29%20and%20coat%20the%20inside%20with%20absinthe.%20Add%20gin%2C%20and%20fill%20with%20beer%2C%20aiming%20for%20a%20nice%2C%20foamy%20head.%20",1
"Combine%20vermouth%2C%20sherry%2C%20and%20bitters%20in%20a%20mixing%20glass%20and%20fill%20with%20ice.%20Stir%20well%20for%2020%20seconds%2C%20then%20strain%20into%20a%20chilled%20cocktail%20glass.%20Twist%20a%20piece%20of%20orange%20peel%20over%20the%20drink%20and%20use%20as%20garnish.",1
"Pour%20ingredients%20into%20a%20mixing%20glass%20and%20fill%20with%20cracked%20ice.%20Stir%20well%20for%2020%20seconds%20and%20strain%20into%20a%20chilled%20cocktail%20glass.%20Garnish%20with%20a%20cherry%20or%20a%20twist%20of%20orange%20peel.",1
"Pour%20all%20ingredients%20into%20a%20mixing%20glass%20and%20fill%20with%20ice.%20Stir%20briskly%20for%2030%20seconds%2C%20and%20strain%20into%20a%20chilled%20cocktail%20glass.%20Twist%20a%20piece%20of%20orange%20peel%20over%20the%20drink%20and%20use%20as%20garnish.",1
"Beat%20with%20a%20whisk%2C%20%20hand%20mixer%2C%20%20or%20stand%20mixer%20until%20stiff%20peaks%20begin%20to%20form.%20Set%20aside.",1
"Fill%20two%20small%20mugs%20with%20boiling%20water%20to%20warm%20them.%20In%20a%20measuring%20cup%2C%20%20mix%20averna%2C%20bourbon%2C%20creme%20de%20cacao%2C%20and%20gran%20classico.%20Stir%20well.%20When%20coffee%20is%20ready%2C%20dump%20hot%20water%20from%20mugs%20and%20divide%20bourbon%20mixture%20evenly%20between%20them.%20Add%20coffee%20and%20stir%20well.%20Top%20with%20whipped%20cream%20and%20serve%20immediately.",1
"Combine%20heavy%20cream%2C%20%20malted%20milk%20powder%2C%20%20brown%20sugar%2C%20%20and%20salt%20in%20a%20mixing%20bowl%20or%20bowl%20of%20a%20stand%20mixer.%20Beat%20%20using%20the%20whisk%20attachment%20%2C%20electric%20beaters%2C%20%20or%20a%20whisk%20%20until%20dry%20ingredients%20are%20evenly%20incorporated%20and%20cream%20forms%20soft%20peaks.",1
"Combine%20hot%20coffee%2C%20%20spiced%20rum%20%2C%20and%20simple%20syrup%20in%20a%20prewarmed%20mug.%20Using%20a%20spoon%2C%20%20dollop%20whipped%20cream%20on%20top%20of%20coffee%20and%20top%20with%20freshly%20grated%20nutmeg.%20Serve%20right%20away.",1
"Combine%20in%20a%20mixing%20bowl%20or%20bowl%20of%20a%20stand%20mixer.%20Beat%20using%20the%20whisk%20attachment%2C%20electric%20beaters%2C%20or%20a%20whisk%20%20until%20dry%20ingredients%20are%20evenly%20incorporated%20and%20cream%20forms%20soft%20peaks.",1
"Combine%20in%20a%20prewarmed%20mug.%20Using%20a%20spoon%2C%20dollop%20whipped%20cream%20on%20top%20of%20coffee%20and%20top%20with%20a%20dusting%20of%20cocoa%20powder.%20Serve%20right%20away.",1
"Add%20lemon,%20simple%20syrup,%20and%20gin%20to%20a%20cocktail%20shaker%20and%20fill%20with%20ice.%20Shake%20until%20well%20chilled,%20about%2012%20seconds.%20Divide%20between%20two%20Champagne%20flutes%20(you%27ll%20have%20about%203%20ounces%20or%2090ml%20per%20glass).",1
"Top%20each%20glass%20with%203%20ounces%20(90ml)%20Stiegl-Radler%20Grapefruit%20and%20serve%20immediately.",1
"Add%20mint,%20white%20balsamic%20vinegar,%20Amaro%20Lucano,%20and%20salt%20to%20a%20cocktail%20shaker%20and%20fill%20with%20ice.%20Shake%20vigorously%20until%20well%20chilled,%20about%2012%20seconds.%20Double-strain%20into%20two%20Champagne%20flutes%20(you%27ll%20have%20about%201%201/2%20ounces%20or%2045ml%20of%20the%20mix%20in%20each%20glass).",1
"Top%20each%20glass%20with%203%20ounces%20(90ml)%20Lambrusco%20and%20serve%20immediately.",1
"Add%20sweet%20vermouth,%20Gran%20Classico,%20and%20tequila%20to%20a%20mixing%20glass%20and%20fill%20with%20ice.%20Stir%20until%20well%20chilled,%20about%2015%20seconds.",1
"Add%20a%20large%20ice%20cube%20to%20a%20rocks%20glass.%20Strain%20cocktail%20into%20rocks%20glass.%20Express%20orange%20twist%20over%20drink%20and%20add%20as%20garnish.%20Serve%20immediately.",1
"Add%20rye%20whiskey,%20Campari,%20Ramazzotti,%20cura%C3%A7ao,%20and%20bitters%20to%20a%20rocks%20glass%20and%20add%20ice.%20Stir%20until%20well%20chilled,%20garnish%20with%20orange%20twist,%20and%20serve.",1
"Add%20grapefruit%20juice,%20lime%20juice,%20honey,%20mezcal,%20and%20salt%20to%20a%20resealable%20container.%20Shake%20or%20stir%20to%20mix;%20make%20sure%20all%20honey%20is%20dissolved.%20Place%20in%20freezer%20for%20at%20least%204%20and%20up%20to%2010%20hours.",1
"When%20ready%20to%20serve,%20add%20mezcal%20mixture%20and%20ice%20to%20a%20blender.%20Blend%20until%20uniform%20and%20pour%20into%202%20glasses.%20Garnish%20each%20glass%20with%20half%20a%20lime%20wheel,%20if%20desired,%20and%20serve%20immediately.",1
"Add%20cucumber,%20lemon%20juice,%20and%20simple%20syrup%20to%20a%20cocktail%20shaker.%20Muddle%20until%20cucumber%20is%20broken%20up.%20Add%20vodka%20and%20elderflower%20liqueur%20and%20fill%20with%20ice.%20Shake%20until%20well%20chilled,%20about%2015%20seconds.",1
"Top%20with%20sparkling%20water%20and%20fine-strain%20into%20an%20ice-filled%20rocks%20glass.%20Garnish%20if%20desired%20and%20serve%20immediately.",1
"%3Cstrong%3ETo%20Make%20the%20Ginger-Cardamom%20Syrup:%3C/strong%3E%20If%20using%20a%20juicer,%20juice%20ginger%20(yields%20will%20vary),%20then%20measure%20out%202%20tablespoons%20(30ml)%20fresh%20ginger%20juice%20and%20mix%20with%20water.%20Proceed%20to%20step%202.%20If%20using%20an%20immersion%20blender,%20chop%20ginger%20roughly,%20then%20add%20to%20blender%20jar%20with%20water%20and%20blend%20thoroughly.%20Strain%20through%20a%20fine-mesh%20strainer;%20mixture%20should%20yield%204%20tablespoons%20(60ml)%20ginger%20liquid.",1
"In%20a%20small%20saucepan,%20combine%20ginger%20liquid%20and%20sugar.%20Warm%20over%20medium%20heat,%20stirring%20until%20sugar%20dissolves,%20removing%20from%20heat%20as%20soon%20as%20sugar%20dissolves;%20do%20not%20let%20boil.%20Add%20cardamom%20pods,%20cover,%20and%20let%20cool.%20Refrigerate%20at%20least%202%20and%20up%20to%2010%20hours.",1
"%3Cstrong%3ETo%20Make%20the%20Sangria:%3C/strong%3E%20Add%20wine,%20orange%20juice,%20and%20sweet%20vermouth%20to%20a%20pitcher.%20Strain%20Ginger-Cardamom%20Syrup%20into%20pitcher%20and%20stir%20to%20mix.%20Serve%20immediately%20or%20refrigerate%20up%20to%202%20hours.",1
