"content","class","begins_with_num"
"300ml sweet vermouth","2","0"
"1450 g whole mushroom","2","0"
"1150 g whole mushroom","2","0"
"800g whole mushroom","2","0"
"1300g whole mushroom","2","0"
"1050 ml whole mushroom","2","0"
"150 ml whole mushroom","2","0"
"500ml whole mushroom","2","0"
"800ml whole mushroom","2","0"
"1100 g coconut water","2","0"
"500 g coconut water","2","0"
"750g coconut water","2","0"
"1100g coconut water","2","0"
"300 ml coconut water","2","0"
"1300 ml coconut water","2","0"
"350ml coconut water","2","0"
"1300ml coconut water","2","0"
"1200 g lemon juice, fresh","2","0"
"1000 g lemon juice, fresh","2","0"
"350g lemon juice, fresh","2","0"
"500g lemon juice, fresh","2","0"
"450 ml lemon juice, fresh","2","0"
"550 ml lemon juice, fresh","2","0"
"1450ml lemon juice, fresh","2","0"
"400ml lemon juice, fresh","2","0"
"1100 g light rum","2","0"
"650 g light rum","2","0"
"750g light rum","2","0"
"1250g light rum","2","0"
"600 ml light rum","2","0"
"850 ml light rum","2","0"
"750ml light rum","2","0"
"1300ml light rum","2","0"
"650 g gruyere, grated","2","0"
"100 g gruyere, grated","2","0"
"1400g gruyere, grated","2","0"
"300g gruyere, grated","2","0"
"1000 ml gruyere, grated","2","0"
"1150 ml gruyere, grated","2","0"
"1050ml gruyere, grated","2","0"
"200ml gruyere, grated","2","0"
"1450 g whole wheat flour","2","0"
"700 g whole wheat flour","2","0"
"750g whole wheat flour","2","0"
"450g whole wheat flour","2","0"
"850 ml whole wheat flour","2","0"
"1150 ml whole wheat flour","2","0"
"400ml whole wheat flour","2","0"
"1300ml whole wheat flour","2","0"
"1450 g galliano","2","0"
"1000 g galliano","2","0"
"1400g galliano","2","0"
"1050g galliano","2","0"
"50 ml galliano","2","0"
"200 ml galliano","2","0"
"1200ml galliano","2","0"
"50ml galliano","2","0"
"1450 g whole milk","2","0"
"600 g whole milk","2","0"
"1250g whole milk","2","0"
"650g whole milk","2","0"
"1450 ml whole milk","2","0"
"250 ml whole milk","2","0"
"850ml whole milk","2","0"
"100ml whole milk","2","0"
"550 g lemon juice, fresh","2","0"
"1450 g lemon juice, fresh","2","0"
"1450g lemon juice, fresh","2","0"
"1350g lemon juice, fresh","2","0"
"1150 ml lemon juice, fresh","2","0"
"350 ml lemon juice, fresh","2","0"
"450ml lemon juice, fresh","2","0"
"1300ml lemon juice, fresh","2","0"
"800 g simple syrup","2","0"
"850 g simple syrup","2","0"
"150g simple syrup","2","0"
"800g simple syrup","2","0"
"100 ml simple syrup","2","0"
"1250 ml simple syrup","2","0"
"300ml simple syrup","2","0"
"1150ml simple syrup","2","0"
"1050 g gin","2","0"
"1400 g gin","2","0"
"650g gin","2","0"
"350g gin","2","0"
"850 ml gin","2","0"
"350 ml gin","2","0"
"400ml gin","2","0"
"50ml gin","2","0"
"1100 g all purpose flour","2","0"
"200 g all purpose flour","2","0"
"150g all purpose flour","2","0"
"1350g all purpose flour","2","0"
"1100 ml all purpose flour","2","0"
"650 ml all purpose flour","2","0"
"1050ml all purpose flour","2","0"
"1450ml all purpose flour","2","0"
"1450 g pernod","2","0"
"900 g pernod","2","0"
"1350g pernod","2","0"
"400g pernod","2","0"
"350 ml pernod","2","0"
"1450 ml pernod","2","0"
"1250ml pernod","2","0"
"250ml pernod","2","0"
"1500 g lemon juice, freshly squeezed","2","0"
"200 g lemon juice, freshly squeezed","2","0"
"700g lemon juice, freshly squeezed","2","0"
"1250g lemon juice, freshly squeezed","2","0"
"500 ml lemon juice, freshly squeezed","2","0"
"1000 ml lemon juice, freshly squeezed","2","0"
"1100ml lemon juice, freshly squeezed","2","0"
"950ml lemon juice, freshly squeezed","2","0"
"1050 g Jameson whiskey","2","0"
"400 g Jameson whiskey","2","0"
"150g Jameson whiskey","2","0"
"50g Jameson whiskey","2","0"
"1200 ml Jameson whiskey","2","0"
"1100 ml Jameson whiskey","2","0"
"100ml Jameson whiskey","2","0"
"1500ml Jameson whiskey","2","0"
"950 g amaro","2","0"
"1050 g amaro","2","0"
"650g amaro","2","0"
"750g amaro","2","0"
"450 ml amaro","2","0"
"1500 ml amaro","2","0"
"1050ml amaro","2","0"
"500ml amaro","2","0"
"1150 g unsweetened cranberry juice","2","0"
"300 g unsweetened cranberry juice","2","0"
"700g unsweetened cranberry juice","2","0"
"1500g unsweetened cranberry juice","2","0"
"100 ml unsweetened cranberry juice","2","0"
"1000 ml unsweetened cranberry juice","2","0"
"350ml unsweetened cranberry juice","2","0"
"650ml unsweetened cranberry juice","2","0"
"850 g elderflower liqueur","2","0"
"1100 g elderflower liqueur","2","0"
"1050g elderflower liqueur","2","0"
"1150g elderflower liqueur","2","0"
"1350 ml elderflower liqueur","2","0"
"1300 ml elderflower liqueur","2","0"
"200ml elderflower liqueur","2","0"
"550ml elderflower liqueur","2","0"
"600 g lemon juice","2","0"
"100 g lemon juice","2","0"
"1350g lemon juice","2","0"
"50g lemon juice","2","0"
"650 ml lemon juice","2","0"
"400 ml lemon juice","2","0"
"500ml lemon juice","2","0"
"1050ml lemon juice","2","0"
"900 g elderflower liqueur","2","0"
"400 g elderflower liqueur","2","0"
"600g elderflower liqueur","2","0"
"1400g elderflower liqueur","2","0"
"400 ml elderflower liqueur","2","0"
"200 ml elderflower liqueur","2","0"
"600ml elderflower liqueur","2","0"
"450ml elderflower liqueur","2","0"
"1250 g all purpose flour","2","0"
"200 g all purpose flour","2","0"
"1400g all purpose flour","2","0"
"900g all purpose flour","2","0"
"600 ml all purpose flour","2","0"
"450 ml all purpose flour","2","0"
"100ml all purpose flour","2","0"
"1250ml all purpose flour","2","0"
"1000 g parmigiano reggiano, grated","2","0"
"600 g parmigiano reggiano, grated","2","0"
"300g parmigiano reggiano, grated","2","0"
"1300g parmigiano reggiano, grated","2","0"
"900 ml parmigiano reggiano, grated","2","0"
"400 ml parmigiano reggiano, grated","2","0"
"950ml parmigiano reggiano, grated","2","0"
"1250ml parmigiano reggiano, grated","2","0"
"1150 g gin","2","0"
"150 g gin","2","0"
"1100g gin","2","0"
"100g gin","2","0"
"400 ml gin","2","0"
"1100 ml gin","2","0"
"1050ml gin","2","0"
"1150ml gin","2","0"
"700 g dry gin","2","0"
"300 g dry gin","2","0"
"50g dry gin","2","0"
"1350g dry gin","2","0"
"1050 ml dry gin","2","0"
"1250 ml dry gin","2","0"
"1500ml dry gin","2","0"
"1000ml dry gin","2","0"
"450 g simple syrup, made with honey instead of sugar","2","0"
"800 g simple syrup, made with honey instead of sugar","2","0"
"300g simple syrup, made with honey instead of sugar","2","0"
"250g simple syrup, made with honey instead of sugar","2","0"
"1500 ml simple syrup, made with honey instead of sugar","2","0"
"500 ml simple syrup, made with honey instead of sugar","2","0"
"1350ml simple syrup, made with honey instead of sugar","2","0"
"650ml simple syrup, made with honey instead of sugar","2","0"
"350 g elderflower liqueur","2","0"
"1300 g elderflower liqueur","2","0"
"1250g elderflower liqueur","2","0"
"100g elderflower liqueur","2","0"
"100 ml elderflower liqueur","2","0"
"1000 ml elderflower liqueur","2","0"
"1500ml elderflower liqueur","2","0"
"850ml elderflower liqueur","2","0"
"550 g campari","2","0"
"1100 g campari","2","0"
"1050g campari","2","0"
"850g campari","2","0"
"200 ml campari","2","0"
"1150 ml campari","2","0"
"1100ml campari","2","0"
"800ml campari","2","0"
"500 g dry vermouth","2","0"
"250 g dry vermouth","2","0"
"200g dry vermouth","2","0"
"500g dry vermouth","2","0"
"1250 ml dry vermouth","2","0"
"900 ml dry vermouth","2","0"
"1400ml dry vermouth","2","0"
"650ml dry vermouth","2","0"
"800 g grapefruit simple syrup","2","0"
"550 g grapefruit simple syrup","2","0"
"550g grapefruit simple syrup","2","0"
"400g grapefruit simple syrup","2","0"
"1000 ml grapefruit simple syrup","2","0"
"1050 ml grapefruit simple syrup","2","0"
"1500ml grapefruit simple syrup","2","0"
"1200ml grapefruit simple syrup","2","0"
"950 g freshly squeezed lemon juice","2","0"
"750 g freshly squeezed lemon juice","2","0"
"1400g freshly squeezed lemon juice","2","0"
"750g freshly squeezed lemon juice","2","0"
"750 ml freshly squeezed lemon juice","2","0"
"1000 ml freshly squeezed lemon juice","2","0"
"1150ml freshly squeezed lemon juice","2","0"
"600ml freshly squeezed lemon juice","2","0"
"550 g vodka","2","0"
"50 g vodka","2","0"
"1150g vodka","2","0"
"50g vodka","2","0"
"850 ml vodka","2","0"
"700 ml vodka","2","0"
"850ml vodka","2","0"
"250ml vodka","2","0"
"200 g semisweet chocolate, roughly chopped","2","0"
"100 g semisweet chocolate, roughly chopped","2","0"
"150g semisweet chocolate, roughly chopped","2","0"
"50g semisweet chocolate, roughly chopped","2","0"
"350 ml semisweet chocolate, roughly chopped","2","0"
"450 ml semisweet chocolate, roughly chopped","2","0"
"1150ml semisweet chocolate, roughly chopped","2","0"
"300ml semisweet chocolate, roughly chopped","2","0"
"1400 g rhubarb, cut into half-inch pieces","2","0"
"1450 g rhubarb, cut into half-inch pieces","2","0"
"1300g rhubarb, cut into half-inch pieces","2","0"
"850g rhubarb, cut into half-inch pieces","2","0"
"100 ml rhubarb, cut into half-inch pieces","2","0"
"1000 ml rhubarb, cut into half-inch pieces","2","0"
"550ml rhubarb, cut into half-inch pieces","2","0"
"1500ml rhubarb, cut into half-inch pieces","2","0"
"150 g lime juice, freshly squeezed","2","0"
"550 g lime juice, freshly squeezed","2","0"
"50g lime juice, freshly squeezed","2","0"
"1150g lime juice, freshly squeezed","2","0"
"50 ml lime juice, freshly squeezed","2","0"
"1500 ml lime juice, freshly squeezed","2","0"
"950ml lime juice, freshly squeezed","2","0"
"1000ml lime juice, freshly squeezed","2","0"
"1350 g club soda","2","0"
"800 g club soda","2","0"
"1200g club soda","2","0"
"250g club soda","2","0"
"1350 ml club soda","2","0"
"600 ml club soda","2","0"
"50ml club soda","2","0"
"250ml club soda","2","0"
"700 g galliano","2","0"
"1350 g galliano","2","0"
"550g galliano","2","0"
"1350g galliano","2","0"
"1000 ml galliano","2","0"
"500 ml galliano","2","0"
"850ml galliano","2","0"
"250ml galliano","2","0"
"1250 g unsalted butter, room temperature","2","0"
"950 g unsalted butter, room temperature","2","0"
"650g unsalted butter, room temperature","2","0"
"1150g unsalted butter, room temperature","2","0"
"700 ml unsalted butter, room temperature","2","0"
"150 ml unsalted butter, room temperature","2","0"
"1200ml unsalted butter, room temperature","2","0"
"300ml unsalted butter, room temperature","2","0"
"650 g greek yogurt","2","0"
"700 g greek yogurt","2","0"
"1200g greek yogurt","2","0"
"900g greek yogurt","2","0"
"900 ml greek yogurt","2","0"
"650 ml greek yogurt","2","0"
"1350ml greek yogurt","2","0"
"700ml greek yogurt","2","0"
"1450 g lime juice, freshly squeezed","2","0"
"1250 g lime juice, freshly squeezed","2","0"
"1250g lime juice, freshly squeezed","2","0"
"550g lime juice, freshly squeezed","2","0"
"150 ml lime juice, freshly squeezed","2","0"
"600 ml lime juice, freshly squeezed","2","0"
"1500ml lime juice, freshly squeezed","2","0"
"650ml lime juice, freshly squeezed","2","0"
"950 g simple syrup","2","0"
"550 g simple syrup","2","0"
"1050g simple syrup","2","0"
"800g simple syrup","2","0"
"900 ml simple syrup","2","0"
"1350 ml simple syrup","2","0"
"150ml simple syrup","2","0"
"250ml simple syrup","2","0"
"700 g lemon juice, fresh","2","0"
"100 g lemon juice, fresh","2","0"
"950g lemon juice, fresh","2","0"
"100g lemon juice, fresh","2","0"
"200 ml lemon juice, fresh","2","0"
"1250 ml lemon juice, fresh","2","0"
"1000ml lemon juice, fresh","2","0"
"800ml lemon juice, fresh","2","0"
"1350 g blueberry, fresh","2","0"
"1250 g blueberry, fresh","2","0"
"550g blueberry, fresh","2","0"
"350g blueberry, fresh","2","0"
"400 ml blueberry, fresh","2","0"
"900 ml blueberry, fresh","2","0"
"350ml blueberry, fresh","2","0"
"1500ml blueberry, fresh","2","0"
"500 g red grapefruit, fresh","2","0"
"200 g red grapefruit, fresh","2","0"
"1150g red grapefruit, fresh","2","0"
"1350g red grapefruit, fresh","2","0"
"150 ml red grapefruit, fresh","2","0"
"850 ml red grapefruit, fresh","2","0"
"450ml red grapefruit, fresh","2","0"
"600ml red grapefruit, fresh","2","0"
"1000 g freshly squeezed orange juice","2","0"
"600 g freshly squeezed orange juice","2","0"
"350g freshly squeezed orange juice","2","0"
"400g freshly squeezed orange juice","2","0"
"900 ml freshly squeezed orange juice","2","0"
"750 ml freshly squeezed orange juice","2","0"
"50ml freshly squeezed orange juice","2","0"
"800ml freshly squeezed orange juice","2","0"
"1450 g all purpose flour","2","0"
"400 g all purpose flour","2","0"
"900g all purpose flour","2","0"
"500g all purpose flour","2","0"
"1500 ml all purpose flour","2","0"
"1200 ml all purpose flour","2","0"
"1250ml all purpose flour","2","0"
"1500ml all purpose flour","2","0"
"1500 g aged rum","2","0"
"600 g aged rum","2","0"
"700g aged rum","2","0"
"400g aged rum","2","0"
"850 ml aged rum","2","0"
"750 ml aged rum","2","0"
"800ml aged rum","2","0"
"300ml aged rum","2","0"
"950 g apple brandy","2","0"
"1250 g apple brandy","2","0"
"1400g apple brandy","2","0"
"950g apple brandy","2","0"
"150 ml apple brandy","2","0"
"650 ml apple brandy","2","0"
"350ml apple brandy","2","0"
"1200ml apple brandy","2","0"
"250 g cointreau","2","0"
"500 g cointreau","2","0"
"1350g cointreau","2","0"
"200g cointreau","2","0"
"400 ml cointreau","2","0"
"1450 ml cointreau","2","0"
"950ml cointreau","2","0"
"350ml cointreau","2","0"
"450 g rye whiskey","2","0"
"650 g rye whiskey","2","0"
"400g rye whiskey","2","0"
"700g rye whiskey","2","0"
"1200 ml rye whiskey","2","0"
"1450 ml rye whiskey","2","0"
"1250ml rye whiskey","2","0"
"1350ml rye whiskey","2","0"
"1450 g dark rum","2","0"
"500 g dark rum","2","0"
"250g dark rum","2","0"
"1150g dark rum","2","0"
"950 ml dark rum","2","0"
"1150 ml dark rum","2","0"
"100ml dark rum","2","0"
"1400ml dark rum","2","0"
"1450 g arugula","2","0"
"1100 g arugula","2","0"
"1100g arugula","2","0"
"450g arugula","2","0"
"550 ml arugula","2","0"
"500 ml arugula","2","0"
"750ml arugula","2","0"
"400ml arugula","2","0"
"350 g light rum","2","0"
"750 g light rum","2","0"
"800g light rum","2","0"
"1350g light rum","2","0"
"1450 ml light rum","2","0"
"1350 ml light rum","2","0"
"200ml light rum","2","0"
"500ml light rum","2","0"
"100 g bourbon","2","0"
"1300 g bourbon","2","0"
"1400g bourbon","2","0"
"400g bourbon","2","0"
"1350 ml bourbon","2","0"
"1200 ml bourbon","2","0"
"150ml bourbon","2","0"
"500ml bourbon","2","0"
"400 g grapefruit juice, fresh squeezed","2","0"
"700 g grapefruit juice, fresh squeezed","2","0"
"1450g grapefruit juice, fresh squeezed","2","0"
"1100g grapefruit juice, fresh squeezed","2","0"
"1250 ml grapefruit juice, fresh squeezed","2","0"
"1300 ml grapefruit juice, fresh squeezed","2","0"
"50ml grapefruit juice, fresh squeezed","2","0"
"1150ml grapefruit juice, fresh squeezed","2","0"
"950 g lemon juice, fresh","2","0"
"100 g lemon juice, fresh","2","0"
"1100g lemon juice, fresh","2","0"
"250g lemon juice, fresh","2","0"
"1500 ml lemon juice, fresh","2","0"
"200 ml lemon juice, fresh","2","0"
"1250ml lemon juice, fresh","2","0"
"650ml lemon juice, fresh","2","0"
"450 g bread flour","2","0"
"250 g bread flour","2","0"
"1150g bread flour","2","0"
"1500g bread flour","2","0"
"1200 ml bread flour","2","0"
"1150 ml bread flour","2","0"
"1000ml bread flour","2","0"
"1450ml bread flour","2","0"
"500 g orange juice, freshly squeezed","2","0"
"800 g orange juice, freshly squeezed","2","0"
"250g orange juice, freshly squeezed","2","0"
"600g orange juice, freshly squeezed","2","0"
"100 ml orange juice, freshly squeezed","2","0"
"950 ml orange juice, freshly squeezed","2","0"
"1500ml orange juice, freshly squeezed","2","0"
"900ml orange juice, freshly squeezed","2","0"
"850 g orange curacao","2","0"
"1300 g orange curacao","2","0"
"1300g orange curacao","2","0"
"150g orange curacao","2","0"
"1400 ml orange curacao","2","0"
"450 ml orange curacao","2","0"
"50ml orange curacao","2","0"
"600ml orange curacao","2","0"
"450 g rye whiskey","2","0"
"950 g rye whiskey","2","0"
"650g rye whiskey","2","0"
"750g rye whiskey","2","0"
"650 ml rye whiskey","2","0"
"400 ml rye whiskey","2","0"
"750ml rye whiskey","2","0"
"50ml rye whiskey","2","0"
"1000 g milk","2","0"
"150 g milk","2","0"
"1300g milk","2","0"
"1200g milk","2","0"
"1300 ml milk","2","0"
"1350 ml milk","2","0"
"650ml milk","2","0"
"1300ml milk","2","0"
"700 g rhubarb, cut into half-inch pieces","2","0"
"450 g rhubarb, cut into half-inch pieces","2","0"
"300g rhubarb, cut into half-inch pieces","2","0"
"1250g rhubarb, cut into half-inch pieces","2","0"
"600 ml rhubarb, cut into half-inch pieces","2","0"
"300 ml rhubarb, cut into half-inch pieces","2","0"
"1300ml rhubarb, cut into half-inch pieces","2","0"
"1350ml rhubarb, cut into half-inch pieces","2","0"
"50 g all purpose flour","2","0"
"200 g all purpose flour","2","0"
"950g all purpose flour","2","0"
"300g all purpose flour","2","0"
"1450 ml all purpose flour","2","0"
"1000 ml all purpose flour","2","0"
"500ml all purpose flour","2","0"
"600ml all purpose flour","2","0"
"500 g bourbon","2","0"
"450 g bourbon","2","0"
"700g bourbon","2","0"
"1400g bourbon","2","0"
"1200 ml bourbon","2","0"
"1500 ml bourbon","2","0"
"600ml bourbon","2","0"
"500ml bourbon","2","0"
"550 g seltzer","2","0"
"450 g seltzer","2","0"
"1300g seltzer","2","0"
"900g seltzer","2","0"
"750 ml seltzer","2","0"
"1050 ml seltzer","2","0"
"400ml seltzer","2","0"
"1200ml seltzer","2","0"
"1250 g sherry","2","0"
"1500 g sherry","2","0"
"1200g sherry","2","0"
"1000g sherry","2","0"
"1400 ml sherry","2","0"
"700 ml sherry","2","0"
"400ml sherry","2","0"
"1400ml sherry","2","0"
"250 g lemon juice, fresh","2","0"
"300 g lemon juice, fresh","2","0"
"1300g lemon juice, fresh","2","0"
"450g lemon juice, fresh","2","0"
"1200 ml lemon juice, fresh","2","0"
"350 ml lemon juice, fresh","2","0"
"150ml lemon juice, fresh","2","0"
"800ml lemon juice, fresh","2","0"
"1100 g pearl onion, peeled","2","0"
"1300 g pearl onion, peeled","2","0"
"1100g pearl onion, peeled","2","0"
"900g pearl onion, peeled","2","0"
"100 ml pearl onion, peeled","2","0"
"350 ml pearl onion, peeled","2","0"
"250ml pearl onion, peeled","2","0"
"350ml pearl onion, peeled","2","0"
"900 g american cheese, diced","2","0"
"800 g american cheese, diced","2","0"
"750g american cheese, diced","2","0"
"700g american cheese, diced","2","0"
"550 ml american cheese, diced","2","0"
"1200 ml american cheese, diced","2","0"
"1050ml american cheese, diced","2","0"
"1400ml american cheese, diced","2","0"
"1250 g orgeat","2","0"
"550 g orgeat","2","0"
"450g orgeat","2","0"
"550g orgeat","2","0"
"400 ml orgeat","2","0"
"1400 ml orgeat","2","0"
"650ml orgeat","2","0"
"1150ml orgeat","2","0"
"750 g orgeat","2","0"
"1500 g orgeat","2","0"
"700g orgeat","2","0"
"1100g orgeat","2","0"
"750 ml orgeat","2","0"
"350 ml orgeat","2","0"
"1450ml orgeat","2","0"
"850ml orgeat","2","0"
"50 g pineapple juice, freshly squeezed","2","0"
"950 g pineapple juice, freshly squeezed","2","0"
"1100g pineapple juice, freshly squeezed","2","0"
"250g pineapple juice, freshly squeezed","2","0"
"1100 ml pineapple juice, freshly squeezed","2","0"
"700 ml pineapple juice, freshly squeezed","2","0"
"900ml pineapple juice, freshly squeezed","2","0"
"100ml pineapple juice, freshly squeezed","2","0"
"800 g rum","2","0"
"650 g rum","2","0"
"1100g rum","2","0"
"1400g rum","2","0"
"100 ml rum","2","0"
"1100 ml rum","2","0"
"1400ml rum","2","0"
"1300ml rum","2","0"
"900 g tequila","2","0"
"950 g tequila","2","0"
"1500g tequila","2","0"
"200g tequila","2","0"
"350 ml tequila","2","0"
"50 ml tequila","2","0"
"1100ml tequila","2","0"
"650ml tequila","2","0"
"150 g cream cheese, room temperature","2","0"
"1450 g cream cheese, room temperature","2","0"
"250g cream cheese, room temperature","2","0"
"350g cream cheese, room temperature","2","0"
"1350 ml cream cheese, room temperature","2","0"
"350 ml cream cheese, room temperature","2","0"
"400ml cream cheese, room temperature","2","0"
"800ml cream cheese, room temperature","2","0"
"1400 g canned tomato","2","0"
"950 g canned tomato","2","0"
"1250g canned tomato","2","0"
"900g canned tomato","2","0"
"800 ml canned tomato","2","0"
"750 ml canned tomato","2","0"
"1450ml canned tomato","2","0"
"600ml canned tomato","2","0"
"1450 g freshly squeezed orange juice","2","0"
"150 g freshly squeezed orange juice","2","0"
"750g freshly squeezed orange juice","2","0"
"900g freshly squeezed orange juice","2","0"
"1250 ml freshly squeezed orange juice","2","0"
"250 ml freshly squeezed orange juice","2","0"
"250ml freshly squeezed orange juice","2","0"
"400ml freshly squeezed orange juice","2","0"
"850 g gin","2","0"
"650 g gin","2","0"
"1500g gin","2","0"
"650g gin","2","0"
"750 ml gin","2","0"
"950 ml gin","2","0"
"1150ml gin","2","0"
"1250ml gin","2","0"
"750 g applejack","2","0"
"1500 g applejack","2","0"
"150g applejack","2","0"
"300g applejack","2","0"
"850 ml applejack","2","0"
"950 ml applejack","2","0"
"400ml applejack","2","0"
"50ml applejack","2","0"
"250 g grass-fed heavy cream, best quality you can find","2","0"
"950 g grass-fed heavy cream, best quality you can find","2","0"
"350g grass-fed heavy cream, best quality you can find","2","0"
"250g grass-fed heavy cream, best quality you can find","2","0"
"700 ml grass-fed heavy cream, best quality you can find","2","0"
"50 ml grass-fed heavy cream, best quality you can find","2","0"
"350ml grass-fed heavy cream, best quality you can find","2","0"
"1000ml grass-fed heavy cream, best quality you can find","2","0"
"1200 g cheddar, grated","2","0"
"350 g cheddar, grated","2","0"
"200g cheddar, grated","2","0"
"1300g cheddar, grated","2","0"
"600 ml cheddar, grated","2","0"
"150 ml cheddar, grated","2","0"
"1150ml cheddar, grated","2","0"
"1400ml cheddar, grated","2","0"
"1050 g bourbon","2","0"
"950 g bourbon","2","0"
"750g bourbon","2","0"
"1450g bourbon","2","0"
"1050 ml bourbon","2","0"
"1350 ml bourbon","2","0"
"150ml bourbon","2","0"
"1250ml bourbon","2","0"
"1050 g fernet branca","2","0"
"150 g fernet branca","2","0"
"500g fernet branca","2","0"
"1350g fernet branca","2","0"
"1500 ml fernet branca","2","0"
"500 ml fernet branca","2","0"
"1000ml fernet branca","2","0"
"700ml fernet branca","2","0"
"950 g reposado tequila","2","0"
"1300 g reposado tequila","2","0"
"1000g reposado tequila","2","0"
"1400g reposado tequila","2","0"
"900 ml reposado tequila","2","0"
"1300 ml reposado tequila","2","0"
"1300ml reposado tequila","2","0"
"1400ml reposado tequila","2","0"
"1300 g walnut, toasted and chopped","2","0"
"100 g walnut, toasted and chopped","2","0"
"900g walnut, toasted and chopped","2","0"
"150g walnut, toasted and chopped","2","0"
"1300 ml walnut, toasted and chopped","2","0"
"1450 ml walnut, toasted and chopped","2","0"
"150ml walnut, toasted and chopped","2","0"
"1200ml walnut, toasted and chopped","2","0"
"1400 g parmigiano reggiano, freshly ground","2","0"
"400 g parmigiano reggiano, freshly ground","2","0"
"150g parmigiano reggiano, freshly ground","2","0"
"550g parmigiano reggiano, freshly ground","2","0"
"1050 ml parmigiano reggiano, freshly ground","2","0"
"350 ml parmigiano reggiano, freshly ground","2","0"
"600ml parmigiano reggiano, freshly ground","2","0"
"350ml parmigiano reggiano, freshly ground","2","0"
"50 g lime juice, freshly squeezed","2","0"
"1000 g lime juice, freshly squeezed","2","0"
"700g lime juice, freshly squeezed","2","0"
"750g lime juice, freshly squeezed","2","0"
"150 ml lime juice, freshly squeezed","2","0"
"550 ml lime juice, freshly squeezed","2","0"
"1250ml lime juice, freshly squeezed","2","0"
"350ml lime juice, freshly squeezed","2","0"
"450 g sweet vermouth","2","0"
"1100 g sweet vermouth","2","0"
"450g sweet vermouth","2","0"
"400g sweet vermouth","2","0"
"300 ml sweet vermouth","2","0"
"100 ml sweet vermouth","2","0"
"1400ml sweet vermouth","2","0"
"50ml sweet vermouth","2","0"
"1150 g seltzer, chilled","2","0"
"750 g seltzer, chilled","2","0"
"150g seltzer, chilled","2","0"
"50g seltzer, chilled","2","0"
"800 ml seltzer, chilled","2","0"
"650 ml seltzer, chilled","2","0"
"1500ml seltzer, chilled","2","0"
"50ml seltzer, chilled","2","0"
"1450 g brut sparkling wine","2","0"
"1000 g brut sparkling wine","2","0"
"100g brut sparkling wine","2","0"
"1150g brut sparkling wine","2","0"
"500 ml brut sparkling wine","2","0"
"50 ml brut sparkling wine","2","0"
"400ml brut sparkling wine","2","0"
"450ml brut sparkling wine","2","0"
"600 g maraschino liqueur","2","0"
"900 g maraschino liqueur","2","0"
"50g maraschino liqueur","2","0"
"1150g maraschino liqueur","2","0"
"1450 ml maraschino liqueur","2","0"
"1100 ml maraschino liqueur","2","0"
"300ml maraschino liqueur","2","0"
"600ml maraschino liqueur","2","0"
"350 g gin","2","0"
"1150 g gin","2","0"
"100g gin","2","0"
"400g gin","2","0"
"600 ml gin","2","0"
"650 ml gin","2","0"
"700ml gin","2","0"
"1250ml gin","2","0"
"1400 g rum","2","0"
"350 g rum","2","0"
"350g rum","2","0"
"1400g rum","2","0"
"850 ml rum","2","0"
"400 ml rum","2","0"
"1050ml rum","2","0"
"1100ml rum","2","0"
"150 g water, boiling","2","0"
"1350 g water, boiling","2","0"
"1450g water, boiling","2","0"
"1400g water, boiling","2","0"
"400 ml water, boiling","2","0"
"1300 ml water, boiling","2","0"
"200ml water, boiling","2","0"
"1250ml water, boiling","2","0"
"1400 g dry vermouth","2","0"
"650 g dry vermouth","2","0"
"650g dry vermouth","2","0"
"200g dry vermouth","2","0"
"1300 ml dry vermouth","2","0"
"400 ml dry vermouth","2","0"
"1500ml dry vermouth","2","0"
"650ml dry vermouth","2","0"
"1200 g scotch","2","0"
"100 g scotch","2","0"
"850g scotch","2","0"
"1150g scotch","2","0"
"1200 ml scotch","2","0"
"950 ml scotch","2","0"
"50ml scotch","2","0"
"100ml scotch","2","0"
"100 g milk","2","0"
"1300 g milk","2","0"
"1200g milk","2","0"
"250g milk","2","0"
"1200 ml milk","2","0"
"1000 ml milk","2","0"
"200ml milk","2","0"
"1100ml milk","2","0"
"50 g honey syrup","2","0"
"1500 g honey syrup","2","0"
"150g honey syrup","2","0"
"450g honey syrup","2","0"
"800 ml honey syrup","2","0"
"450 ml honey syrup","2","0"
"100ml honey syrup","2","0"
"1450ml honey syrup","2","0"
"1450 g lemon juice, fresh","2","0"
"1300 g lemon juice, fresh","2","0"
"350g lemon juice, fresh","2","0"
"250g lemon juice, fresh","2","0"
"650 ml lemon juice, fresh","2","0"
"1500 ml lemon juice, fresh","2","0"
"800ml lemon juice, fresh","2","0"
"1350ml lemon juice, fresh","2","0"
"1300 g blood orange juice, fresh","2","0"
"1250 g blood orange juice, fresh","2","0"
"1150g blood orange juice, fresh","2","0"
"1000g blood orange juice, fresh","2","0"
"150 ml blood orange juice, fresh","2","0"
"600 ml blood orange juice, fresh","2","0"
"1200ml blood orange juice, fresh","2","0"
"850ml blood orange juice, fresh","2","0"
"950 g ancho chile, dried, stemmed, seeded, torn into -inch pieces","2","0"
"1500 g ancho chile, dried, stemmed, seeded, torn into -inch pieces","2","0"
"1050g ancho chile, dried, stemmed, seeded, torn into -inch pieces","2","0"
"1250g ancho chile, dried, stemmed, seeded, torn into -inch pieces","2","0"
"650 ml ancho chile, dried, stemmed, seeded, torn into -inch pieces","2","0"
"250 ml ancho chile, dried, stemmed, seeded, torn into -inch pieces","2","0"
