content,i_id,source
3/4 cup freshly squeezed juice  from about 6 limes,42,serious_eats
3/4 ounce  fresh juice from 1 lime,42,serious_eats
3/4 ounce  fresh juice from 1 to 2 limes,42,serious_eats
3/4 ounce  fresh juice from 2 limes,42,serious_eats
3/4 ounce fresh juice from 1 to 2 limes,42,serious_eats
3/4 ounce fresh juice from about 2 limes,42,serious_eats
3/4 ounce fresh lime juice from 1 lime,42,serious_eats
3/4 ounce fresh lime juice from about 2 limes,42,serious_eats
"3/4 ounce fresh lime juice, from 1 large lime",42,serious_eats
"3/4 ounce fresh lime juice, from 1 to 2 limes",42,serious_eats
"3/4 ounce fresh lime juice, from about 1 lime",42,serious_eats
3/4 ounce freshly squeezed juice from 1 lime,42,serious_eats
3/4 ounce freshly squeezed juice from 1 to 2 limes,42,serious_eats
3/4 ounce freshly squeezed lime juice from 1 lime,42,serious_eats
3/4 ounce freshly squeezed lime juice from 1 to 2 limes,42,serious_eats
"3/4 ounce freshly squeezed lime juice, from about 2 limes",42,serious_eats
3/4 ounce lime juice from 1 to 2 limes,42,serious_eats
3/4 ounces fresh lime juice,42,serious_eats
3/4 ounces freshly squeezed lime juice,42,serious_eats
3/4 ounces lime juice,42,serious_eats
3/4 to 1 ounce  fresh juice from 1 lime,42,serious_eats
4 1/2 ounces  fresh juice from 7 to 9 limes,42,serious_eats
"4 1/2 ounces lime juice, from about 9 limes",42,serious_eats
4 ounces fresh lime juice from about 8 limes,42,serious_eats
4 ounces freshly squeezed juice from 4 limes,42,serious_eats
6 ounces fresh lime juice from 10 to 12 limes,42,serious_eats
8 ounces  fresh lime juice,42,serious_eats
9 tablespoons  fresh juice from 7 to 9 limes,42,serious_eats
"Freshly squeezed lime juice, to taste",42,serious_eats
1 ounce Del Maguey Vida Mezcal,43,serious_eats
1 1/2 cups  mezcal,43,serious_eats
1 1/2 ounces Del Maguey Vida mezcal,43,serious_eats
1 1/2 ounces mezcal,43,serious_eats
1 1/2 ounces mezcal such as Mezcal Vago Elote,43,serious_eats
"1 1/2 ounces mezcal, such as Del Maguey San Juan del Rio",43,serious_eats
1 1/2 ounces reposado or anejo mezcal,43,serious_eats
1 ounce Del Maguey Vida mezcal,43,serious_eats
1 ounce Fidencio Mezcal,43,serious_eats
1 ounce Fidencio Sin Humo  Mezcal,43,serious_eats
1 ounce mezcal,43,serious_eats
1/2 ounce Illegal Mezcal Reposado,43,serious_eats
1/2 ounce mezcal,43,serious_eats
1/4 ounce Mezcal Vida,43,serious_eats
"1/4 ounce mezcal, such as Del Maguey",43,serious_eats
2 1/2 ounces  mezcal,43,serious_eats
2 ounces mezcal,43,serious_eats
"3 ounces mezcal joven, such as Sombra",43,serious_eats
"3 ounces mezcal, such as Del Maguey Vida",43,serious_eats
3/4 ounce Del Maguey Vida mezcal,43,serious_eats
4 ounces  mezcal,43,serious_eats
5 ounces mezcal,43,serious_eats
8 ounces mezcal,43,serious_eats
"4 mint sprigs, for garnish",44,serious_eats
2 stems fresh mint,44,serious_eats
"2 stems mint, leaves plucked from the stalk",44,serious_eats
mint leaf for garnish,44,serious_eats
Sprig of fresh mint,44,serious_eats
8 to 10 leaves fresh mint,44,serious_eats
"Mint sprigs, for garnish",44,serious_eats
12 mint leaves,44,serious_eats
mint sprig for garnish,44,serious_eats
"10 mint leaves, plus 2 extra for garnish",44,serious_eats
Mint sprigs to garnish,44,serious_eats
5 mint leaves,44,serious_eats
4 large mint leaves,44,serious_eats
2 large sprigs fresh mint,44,serious_eats
1 sprig of fresh mint,44,serious_eats
2 large mint leaves,44,serious_eats
1 1/2 cup fresh mint leaves,44,serious_eats
1 1/4 ounces mint cream,44,serious_eats
1 cup loosely packed mint leaves,44,serious_eats
"1 mint sprig, for garnish",44,serious_eats
"1 small bunch of mint, stems removed and discarded",44,serious_eats
1 sprig of mint,44,serious_eats
1/2 cup picked and washed mint leaves,44,serious_eats
10 leaves fresh mint,44,serious_eats
10 mint leaves,44,serious_eats
"10 mint leaves, plus a generous bouquet of mint sprigs for garnish",44,serious_eats
15 fresh mint leaves,44,serious_eats
"16 Thin Mint cookies, plus additional for garnish",44,serious_eats
"2 bunches fresh mint, leaves removed from stems",44,serious_eats
2 mint leaves,44,serious_eats
2 mint sprigs,44,serious_eats
"2 sprigs fresh mint, for garnish",44,serious_eats
"2 sprigs fresh mint, plus more for garnish",44,serious_eats
2 sprigs mint,44,serious_eats
25 fresh mint leaves,44,serious_eats
3 mint sprigs for garnish,44,serious_eats
30 fresh mint leaves,44,serious_eats
4 mint leaves,44,serious_eats
"5 mint leaves, plus 1 or 2 leaves for garnish",44,serious_eats
6 fresh mint leaves,44,serious_eats
6 large sprigs mint,44,serious_eats
6 mint sprigs,44,serious_eats
6 to 8 mint leaves,44,serious_eats
7 mint leaves,44,serious_eats
8 mint leaves,44,serious_eats
"8 mint sprigs, for garnish",44,serious_eats
80 fresh mint leaves,44,serious_eats
Garnish: 1 sprig mint,44,serious_eats
Garnish: additional mint sprigs,44,serious_eats
Garnish: mint leaf,44,serious_eats
Garnish: mint sprig,44,serious_eats
Handful of mint plus more to garnish,44,serious_eats
Mint leaves,44,serious_eats
Mint leaves to garnish,44,serious_eats
2 teaspoons mustard seed,45,serious_eats
1/2 teaspoons ground nutmeg,46,serious_eats
Fresh nutmeg,46,serious_eats
"Ground nutmeg, for garnish",46,serious_eats
"Nutmeg, for garnish",46,serious_eats
1/4 teaspoon freshly ground nutmeg,46,serious_eats
1 1/2 teaspoons ground nutmeg,46,serious_eats
1 teaspoon ground nutmeg,46,serious_eats
1/2 teaspoon ground nutmeg,46,serious_eats
"1/8 teaspoon freshly ground nutmeg, plus additional for garnish",46,serious_eats
Garnish: nutmeg,46,serious_eats
Whole nutmeg,46,serious_eats
Whole nutmeg for garnish,46,serious_eats
Garnish: orange twist,51,serious_eats
"2 orange slices, cut in half",51,serious_eats
"orange twist, for garnish",51,serious_eats
"Wide piece of orange peel, for garnish",51,serious_eats
2 inch orange peel segment,51,serious_eats
2 oranges,51,serious_eats
3 orange twists,51,serious_eats
1 medium orange,51,serious_eats
4 oranges,51,serious_eats
orange slice for garnish,51,serious_eats
"1/2 an orange, sliced thin",51,serious_eats
1 lime wheel or orange wedge for garnish,51,serious_eats
"half an orange, cut in half and thinly sliced",51,serious_eats
3 organic oranges,51,serious_eats
"1 orange slice , coarsely chopped",51,serious_eats
garnish: orange twist,51,serious_eats
1 orange,51,serious_eats
1 thick twist orange twist,51,serious_eats
Garnish: Small orange wedge,51,serious_eats
1 orange twist,51,serious_eats
1 orange wedge,51,serious_eats
1 orange wheel,51,serious_eats
"1 orange, quartered and sliced into wheels",51,serious_eats
1 small orange twist,51,serious_eats
1 whole orange,51,serious_eats
"1 whole orange, quartered",51,serious_eats
1/2 ounce fresh orange peel,51,serious_eats
2 inch orange twist,51,serious_eats
"2 oranges, cut into slices",51,serious_eats
"2 oranges, thinly sliced",51,serious_eats
"4 orange twists , for garnish",51,serious_eats
4 slices of orange,51,serious_eats
6 orange slices,51,serious_eats
Cara cara orange twist,51,serious_eats
Garnish: 2 orange twists,51,serious_eats
Garnish: 6 orange wedges,51,serious_eats
Garnish: blood orange slice,51,serious_eats
Garnish: orange slice,51,serious_eats
Garnish: Orange slice,51,serious_eats
Garnish: Orange twist,51,serious_eats
Garnish: Orange wedge,51,serious_eats
Garnish: orange wheel,51,serious_eats
"Orange peel, for garnish",51,serious_eats
"Orange rounds, lemon rounds, sage leaves for garnish",51,serious_eats
"Orange slice, for garnish",51,serious_eats
"Orange slices, for garnish",51,serious_eats
Orange twist,51,serious_eats
"Orange twist, for garnish",51,serious_eats
Peel of one orange,51,serious_eats
Peeled zest from 1/2 bitter orange,51,serious_eats
Zest from 1 orange,51,serious_eats
1 1/2 ounces reposado tequila,55,serious_eats
"1 1/4 ounce reposado tequila, such as Don Julio",55,serious_eats
2 ounces reposado tequila,55,serious_eats
2 ounces blanco or reposado tequila,55,serious_eats
"1 1/2 ounces reposado tequila, such as Don Julio",55,serious_eats
1 1/2 ounces 100% agave reposado tequila,55,serious_eats
1 1/2 ounces gold or reposado tequila,55,serious_eats
1 1/2 ounces reposado tequila such as Espelon,55,serious_eats
1 ounce reposado tequila,55,serious_eats
"1 ounce reposado tequila, such as Pueblo Viejo",55,serious_eats
1/2 ounce reposado tequila,55,serious_eats
2 cups  reposado tequila,55,serious_eats
4 1/2 ounces  reposado tequila,55,serious_eats
1 fresh sage leaf,58,serious_eats
1 sage leaf,58,serious_eats
1/4 cup fresh sage leaves,58,serious_eats
1/4 cup sage leaves,58,serious_eats
10 medium sage leaves,58,serious_eats
20 fresh sage leaves,58,serious_eats
3 large sage leaves,58,serious_eats
"4 sage leaves, divided",58,serious_eats
6 fresh sage leaves,58,serious_eats
Fresh sage leaf,58,serious_eats
3 tablespoons coarse Hawaiian red sea salt,59,serious_eats
6 tablespoons coarse grey sea salt,59,serious_eats
Coarse smoked sea salt,59,serious_eats
1 pound sugar,60,serious_eats
8 tablespoons sugar,60,serious_eats
1 teaspoon sugar,60,serious_eats
1/3 cup sugar **,60,serious_eats
Sugar for garnish,60,serious_eats
3 tablespoons sugar,60,serious_eats
"Sugar, for garnish",60,serious_eats
1/2 cup sugar,60,serious_eats
1/4 cup sugar,60,serious_eats
Mint sugar for garnish,60,serious_eats
"2 teaspoons sugar, to taste",60,serious_eats
1/3 cup sugar,60,serious_eats
"1/2 to 3/4 cup sugar, to taste",60,serious_eats
"1 teaspoon sugar , to taste",60,serious_eats
"1 teaspoon  sugar, to taste, dissolved in 1 teaspoon  water",60,serious_eats
1 cup sugar,60,serious_eats
2 cups sugar,60,serious_eats
"1 to 1 1/2 teaspoons sugar , to taste",60,serious_eats
"1 teaspoon sugar, to taste",60,serious_eats
"1/2 cup plus 1 tablespoon sugar, divided",60,serious_eats
1/2 teaspoon sugar,60,serious_eats
2 ounces sugar,60,serious_eats
3/4 pound light raw sugar,60,serious_eats
2 tablespoons sugar,60,serious_eats
12 ounces sugar,60,serious_eats
1 1/2 cups sugar,60,serious_eats
1/2 cup white sugar or turbinado,60,serious_eats
8 ounces sugar,60,serious_eats
1 1/2 cups  sugar,60,serious_eats
1 1/2 cups plus 2 tablespoons sugar,60,serious_eats
1 1/4 cups sugar,60,serious_eats
1 cup  sugar,60,serious_eats
1 cup graunulated sugar,60,serious_eats
1 cup plus 2 tablespoons  sugar,60,serious_eats
1 quart white sugar,60,serious_eats
1 tablespoon  sugar,60,serious_eats
1 tablespoon sugar,60,serious_eats
1 teaspoon  sugar,60,serious_eats
1 to 2 tablespoons sugar,60,serious_eats
1/2 cup  sugar,60,serious_eats
1/2 cup white sugar,60,serious_eats
1/3 cup  sugar,60,serious_eats
1/4 teaspoon sugar,60,serious_eats
2 bar spoons sugar,60,serious_eats
2 cups  sugar,60,serious_eats
2 cups plus 2 tablespoons white sugar,60,serious_eats
2 ounces raw sugar,60,serious_eats
2 teaspoons sugar,60,serious_eats
"2 teaspoons sugar , dissolved in 1/2 ounce water",60,serious_eats
2/3 cup  sugar,60,serious_eats
2/3 cup sugar,60,serious_eats
3 1/2 ounces plain or toasted sugar,60,serious_eats
3 cups sugar,60,serious_eats
3/4 cup  sugar,60,serious_eats
3/4 cup sugar,60,serious_eats
4 1/2 ounces  sugar,60,serious_eats
4 cups raw sugar,60,serious_eats
4 ounces  sugar,60,serious_eats
4 ounces raw sugar,60,serious_eats
8 ounces  sugar,60,serious_eats
About 1 1/2 cups sugar,60,serious_eats
Scant 1 tablespoon sugar,60,serious_eats
Sugar for rimming glasses,60,serious_eats
1 teaspoon superfine sugar,61,serious_eats
"1 to 2 teaspoon superfine sugar, to taste",61,serious_eats
"superfine sugar, for garnish",61,serious_eats
1 ounce superfine sugar,61,serious_eats
2 ounces superfine sugar,61,serious_eats
1 cup superfine sugar,61,serious_eats
2 teaspoons superfine sugar,61,serious_eats
1 1/2 teaspoons superfine sugar,61,serious_eats
1 barspoon superfine sugar,61,serious_eats
2 tablespoons superfine sugar,61,serious_eats
8 cups superfine sugar,61,serious_eats
2 ounces sweet vermouth,62,serious_eats
1/2 ounce sweet vermouth,62,serious_eats
1 ounce sweet vermouth,62,serious_eats
3/4 ounce sweet vermouth,62,serious_eats
1/4 ounce good quality sweet vermouth,62,serious_eats
1 oz sweet vermouth,62,serious_eats
5 1/2 ounces sweet vermouth,62,serious_eats
3/4 cup sweet vermouth such as Dolin,62,serious_eats
0.5 ounces Sweet Vermouth,62,serious_eats
1 1/2 ounces  Lo Fi Sweet Vermouth,62,serious_eats
1 1/2 ounces sweet vermouth,62,serious_eats
1 1/4 ounce  Carpano Antica sweet vermouth,62,serious_eats
1 cup sweet vermouth,62,serious_eats
"1 ounce  sweet vermouth, such as Cocchi Vermouth di Torino",62,serious_eats
1/2 cup plus 1 tablespoon  sweet vermouth,62,serious_eats
1/2 ounce Carpano Antica Sweet Vermouth,62,serious_eats
1/2 ounce Carpano Antica sweet vermouth,62,serious_eats
2 ounce sweet vermouth,62,serious_eats
2 ounces Carpano Antica Sweet Vermouth,62,serious_eats
"3 ounces sweet vermouth, such as Carpano Antica",62,serious_eats
3/4 ounce coffee infused Carpano Antica sweet vermouth,62,serious_eats
3/4 ounce Dolin Sweet Vermouth,62,serious_eats
4 ounces Carpano Antica Sweet Vermouth,62,serious_eats
fistful fresh thyme,63,serious_eats
garnish: thyme sprig,63,serious_eats
3 sprigs fresh thyme,63,serious_eats
4 sprigs fresh thyme,63,serious_eats
6 sprigs fresh thyme for garnish,63,serious_eats
7 sprigs fresh thyme,63,serious_eats
Garnish: thyme sprig,63,serious_eats
1 ounce tonic water,64,serious_eats
"2 cups tonic water, chilled",64,serious_eats
"Fever Tree tonic, chilled",64,serious_eats
"2 tablespoons unsalted butter, melted",65,serious_eats
"4 ounces  unsalted butter, room temperature",65,serious_eats
1 1/2 tablespoons unsalted butter,65,serious_eats
1/2 pound of unsalted butter,65,serious_eats
1 vanilla bean,66,serious_eats
"1/2 fresh vanilla bean, split and seeds scraped",66,serious_eats
"1 Mexican vanilla bean, cut lengthwise and seeds scraped",66,serious_eats
"1 vanilla bean, split",66,serious_eats
"1 vanilla bean, split and scraped",66,serious_eats
"1 vanilla bean, split and seeds scraped",66,serious_eats
"1 whole vanilla bean, split and scraped, seeds and pod reserved",66,serious_eats
"1"" piece of vanilla bean, split",66,serious_eats
"1/2 vanilla bean pod, seeds scraped out",66,serious_eats
"1/2 vanilla bean, split lengthwise",66,serious_eats
"1/4 vanilla bean, split",66,serious_eats
"2 vanilla bean pods, split, seeds scraped",66,serious_eats
"Vanilla bean, for garnish",66,serious_eats
1 teaspoon vanilla extract,67,serious_eats
2 Tbsp vanilla ice cream,67,serious_eats
"8 medium scoops French vanilla ice cream , softened until just melty",67,serious_eats
1 teaspoon  vanilla extract,67,serious_eats
1 teaspoon pure vanilla extract,67,serious_eats
1/2 teaspoon vanilla extract,67,serious_eats
2 teapoons vanilla extract,67,serious_eats
2 teaspoons vanilla extract,67,serious_eats
1/4 oz cold berry flavored vodka,69,serious_eats
2 ounces vodka,69,serious_eats
1 1/2 ounces vodka,69,serious_eats
1 cup vodka,69,serious_eats
2 1/2 cups grappa or unflavored vodka,69,serious_eats
1 1/2 ounces Vermont Gold Vodka,69,serious_eats
1 pint good quality vodka,69,serious_eats
1/2 cup sweet tea vodka,69,serious_eats
1/3 cup vodka,69,serious_eats
1/4 cup vodka,69,serious_eats
1 1/2 cups  vodka,69,serious_eats
1 1/2 cups 100 proof vodka,69,serious_eats
1 1/2 cups vodka,69,serious_eats
1 1/2 ounce vodka,69,serious_eats
1 1/4 cups vodka,69,serious_eats
1 cup  vodka,69,serious_eats
1 ounce vodka,69,serious_eats
2 cups 100 proof vodka,69,serious_eats
2 cups vodka,69,serious_eats
2 ounces  vodka,69,serious_eats
2 ounces Zu Bison Grass Vodka,69,serious_eats
3 ounces vodka,69,serious_eats
3 tablespoons gin  or vodka,69,serious_eats
3/4 cup vodka,69,serious_eats
8 ounces  vodka,69,serious_eats
About 24 ounces  vodka,69,serious_eats
1 cup toasted walnuts,70,serious_eats
1/2 cup water,71,serious_eats
3 to 4 ounces boiling water,71,serious_eats
2 teaspoons water,71,serious_eats
1/3 cup water,71,serious_eats
4 ounces boiling water,71,serious_eats
6 ounces bottled water,71,serious_eats
2 cups water,71,serious_eats
5 ounces water,71,serious_eats
1 cup water,71,serious_eats
56 ounces boiling water,71,serious_eats
40 ounces boiling water,71,serious_eats
2 drops hot water,71,serious_eats
1/4 cup water,71,serious_eats
1 1/2 cups water,71,serious_eats
1 quart hot water,71,serious_eats
3 cups water,71,serious_eats
3/4 cup water,71,serious_eats
6 ounces water,71,serious_eats
1 1/2 cup distilled water,71,serious_eats
1 1/2 cups filtered or bottled water,71,serious_eats
1 1/2 ounce hot water,71,serious_eats
1 1/2 ounce water,71,serious_eats
1 1/4 cups water,71,serious_eats
1 cup  water,71,serious_eats
1 cup boiling water,71,serious_eats
1 cup hot water,71,serious_eats
1 cup plus 2 tablespoons  water,71,serious_eats
1 ounce boiling water,71,serious_eats
1 ounce warm water,71,serious_eats
1 pint water,71,serious_eats
1 quart water,71,serious_eats
1 tablespoon water,71,serious_eats
1/2 cup  cold water,71,serious_eats
1/2 cup  water,71,serious_eats
1/2 cup boiling water,71,serious_eats
1/2 ounce hot water,71,serious_eats
1/2 quart water,71,serious_eats
1/4 cup  water,71,serious_eats
1/4 cup boiling water,71,serious_eats
1/4 cup hot water,71,serious_eats
1/4 cup to 1/2 cup water,71,serious_eats
1/4 ounce warm water,71,serious_eats
12 ounces water,71,serious_eats
16 ounces boiling water,71,serious_eats
2 1/4 cups  water,71,serious_eats
2 cups  boiling water,71,serious_eats
2 cups boiling water,71,serious_eats
"2 ounces boiling water, plus extra for warming mugs",71,serious_eats
"2 pints water, divided",71,serious_eats
2 tablespoons  water,71,serious_eats
2 teaspoons warm water,71,serious_eats
2/3 cup  water,71,serious_eats
24 ounces water,71,serious_eats
3 1/2 ounces hot water,71,serious_eats
3 cups hot water,71,serious_eats
3/4 cup  water,71,serious_eats
3/4 cup boiling water,71,serious_eats
4 cups water,71,serious_eats
4 ounces water,71,serious_eats
5 cups water,71,serious_eats
5 ounces  water,71,serious_eats
6 ounces boiling water,71,serious_eats
6 ounces hot water,71,serious_eats
"8 ounces  boiling water, plus more for preheating thermos",71,serious_eats
8 ounces  water,71,serious_eats
8 ounces warm water,71,serious_eats
8 ounces water,71,serious_eats
9 ounces  water,71,serious_eats
9 ounces water,71,serious_eats
1 quart best whiskey,72,serious_eats
2 ounces Irish whiskey,72,serious_eats
2 ounces blended scotch whisky,72,serious_eats
2 ounces Scotch whisky,72,serious_eats
"1 1/2 to 2 ounces Irish whiskey, to taste",72,serious_eats
1 ounce blended Scotch whisky,72,serious_eats
1 1/2 ounces white whiskey,72,serious_eats
2/3 cup bourbon or scotch whiskey,72,serious_eats
1 ounce Irish whiskey,72,serious_eats
1 1/2 ounce Death’s Door White Whiskey,72,serious_eats
1 1/2 ounces Irish whiskey,72,serious_eats
"1 1/2 ounces Irish whiskey, such as Redbreast",72,serious_eats
1 1/2 ounces Jameson Irish whiskey,72,serious_eats
1 1/2 ounces Sheep Dip blended malt Scotch whisky,72,serious_eats
1 1/2 ounces whiskey,72,serious_eats
1 1/4 ounce Bernheim Wheat Whiskey,72,serious_eats
1 cup unaged corn whiskey,72,serious_eats
1 ounce Balcones Baby Blue Corn Whiskey,72,serious_eats
"1 ounce Irish whiskey, such as Bushmills 10",72,serious_eats
1 ounce Jameson Irish whiskey,72,serious_eats
1 ounce Michael Collins Irish Whiskey,72,serious_eats
1 ounce Redbreast Irish whiskey,72,serious_eats
2 1/2 ounces white whiskey such as High West Silver Oat Whiskey,72,serious_eats
2 cups Scotch whisky,72,serious_eats
2 ounces Highland Park 12 Year Old Scotch Whisky,72,serious_eats
"2 ounces Irish whiskey, such as Jameson",72,serious_eats
"2 ounces white whiskey, such as Low Gap",72,serious_eats
2 ounces Zeppelin Bend Straight Whiskey or unpeated Scotch,72,serious_eats
3/4 ounce Balcones True Blue Whiskey,72,serious_eats
3/4 ounce Glen Thunder Corn Whiskey,72,serious_eats
4 ounces Irish whiskey,72,serious_eats
"6 ounces peated Scotch whisky, such as The Peat Monster",72,serious_eats
1/4 teaspoon whole white peppercorns,73,serious_eats
"2 tablespoons white peppercorns, whole",73,serious_eats
2  bottles white wine,74,serious_eats
2 ounces dry white wine,74,serious_eats
4 ounces White Zinfandel or white wine,74,serious_eats
1 1/2 cups white wine,74,serious_eats
"3 1/4 cups white wine, divided",74,serious_eats
5 ounces dry white wine,74,serious_eats
1/2 teaspoon Worcestershire sauce,75,serious_eats
1 tablespoon  Worcestershire sauce,75,serious_eats
2 1/2 ounces  Worcestershire sauce,75,serious_eats
2 to 3 teaspoons Worcestershire sauce,75,serious_eats
"Lemon twist, for garnish",76,serious_eats
"2 dozen lemons,",76,serious_eats
1 slice lemon,76,serious_eats
Lemon twists for garnish,76,serious_eats
Juice of one lemon,76,serious_eats
Juice of 1/2 a lemon,76,serious_eats
Garnish: lemon twist,76,serious_eats
Lemon twist for garnish,76,serious_eats
"1/2 lemon, seeded and chopped, with rind",76,serious_eats
"lemon twist, for garnish",76,serious_eats
lemon twist,76,serious_eats
lemon peel for garnish,76,serious_eats
"1 slice of lemon, about 1 inch thick",76,serious_eats
"1 lemon, halved",76,serious_eats
"Lemon slices, as garnish",76,serious_eats
twist of lemon peel,76,serious_eats
lemon round for garnish,76,serious_eats
3 lemons,76,serious_eats
"1 lemon twist, for garnish",76,serious_eats
"lemon peel, for garnish",76,serious_eats
2 thin lemon slices for garnish,76,serious_eats
"1/2 a lemon, sliced thin",76,serious_eats
4 slices of lemon,76,serious_eats
garnish: lemon twist,76,serious_eats
"3 lemons, washed",76,serious_eats
squeeze of lemon,76,serious_eats
"1/2 cup lemon lime soda, chilled",76,serious_eats
lemon wedge,76,serious_eats
"4 medium lemons, each cut into 8 wedges",76,serious_eats
1 lemon,76,serious_eats
garnish: lemon wedge,76,serious_eats
3 inch piece of lemon peel,76,serious_eats
"1 round slice of lemon, cut in half",76,serious_eats
Lemon twist,76,serious_eats
"1/4 lemon, cut into two wedges",76,serious_eats
"2 lemons, thinly sliced and seeded",76,serious_eats
1 lemon half,76,serious_eats
1 lemon peel,76,serious_eats
1 lemon wedge,76,serious_eats
"1 lemon, cut into 4 wedges",76,serious_eats
"1 lemon, juiced",76,serious_eats
"1 lemon, thinly sliced",76,serious_eats
1 small section of lemon rind,76,serious_eats
1/2 lemon,76,serious_eats
10 lemons,76,serious_eats
2 lemons,76,serious_eats
"2 lemons, 1 cut into wedges, 1 thinly sliced for garnish",76,serious_eats
"2 lemons, thinly sliced",76,serious_eats
"3 lemons, sliced thinly into wheels, for garnish",76,serious_eats
3 slices lemon,76,serious_eats
4 lemon wedges,76,serious_eats
"5 lemons, halved",76,serious_eats
8 lemons,76,serious_eats
Garnish: 2 lemon twists,76,serious_eats
Garnish: 4 lemon wedges,76,serious_eats
Garnish: lemon curl,76,serious_eats
Garnish: lemon slices,76,serious_eats
Garnish: Lemon twist,76,serious_eats
Garnish: lemon wedge,76,serious_eats
"Garnish: lemon wedge, straw",76,serious_eats
Garnish: lemon wheel,76,serious_eats
Garnish: Meyer lemon twist,76,serious_eats
Half of 1 lemon,76,serious_eats
"Large lemon wedge, for garnish",76,serious_eats
Lemon peel for garnish,76,serious_eats
"Lemon peel, for garnish",76,serious_eats
Lemon rind,76,serious_eats
Lemon slice for garnish,76,serious_eats
lemon twist for garnish,76,serious_eats
"Lemon twist, to garnish",76,serious_eats
Lemon wedge,76,serious_eats
Lemon wheel,76,serious_eats
"Lemon wheel, for garnish",76,serious_eats
"One 1 ​inch round lemon peel, for garnish",76,serious_eats
Peeled zest from 1 Eureka lemon,76,serious_eats
Peeled zest from 1 lemon,76,serious_eats
"1/4 to 1/2 ounce maraschino liqueur, to taste",77,serious_eats
1/2 ounce maraschino liqueur,77,serious_eats
1/4 ounce maraschino,77,serious_eats
1 teaspoon maraschino liqueur,77,serious_eats
2 dashes  maraschino liqueur such as Luxardo,77,serious_eats
"optional: 1 ounce curaçao, noyaux, or maraschino liqueur",77,serious_eats
2 ounces maraschino liqueur such as Luxardo,77,serious_eats
"1 cup brandy, maraschino liqueur, aged rum, or any combination of the three",77,serious_eats
"1 1/2 ounces maraschino liqueur, such as Luxardo",77,serious_eats
1 1/2 ounces Maraska Maraschino liqueur,77,serious_eats
1 barspoon Luxardo maraschino,77,serious_eats
1 barspoon Maraschino,77,serious_eats
1/2 ounce Luxardo Maraschino,77,serious_eats
1/2 ounce Luxardo maraschino liqueur,77,serious_eats
1/4 ounce Luxardo Maraschino,77,serious_eats
1/4 ounce Luxardo Maraschino liqueur,77,serious_eats
1/4 ounce Luxardo Maraschino Liqueur,77,serious_eats
1/4 ounce maraschino liqueur,77,serious_eats
3 3/4 ounces maraschino liqueur,77,serious_eats
3 ounces Luxardo Maraschino liqueur,77,serious_eats
2 ounces dry vermouth,78,serious_eats
3/4 ounce dry vermouth,78,serious_eats
1/2 ounce dry vermouth,78,serious_eats
2 1/4 ounce dry vermouth,78,serious_eats
1 ounce dry vermouth,78,serious_eats
1/2 ounce dry vermouth such as Dolin,78,serious_eats
1 1/2 ounces  dry vermouth,78,serious_eats
1 1/2 ounces dry vermouth,78,serious_eats
1 ounce French dry vermouth,78,serious_eats
"1/2 ounce dry vermouth, such as Dolin",78,serious_eats
"1/2 teaspoon good dry vermouth, such as Dolin",78,serious_eats
1/4 ounce dry vermouth such as Dolin,78,serious_eats
16 ounces Dolin dry vermouth,78,serious_eats
"18 ounces Dolin dry vermouth, chilled",78,serious_eats
2 1/4 ounces Dolin Dry Vermouth,78,serious_eats
2 ounces Dolin Dry Vermouth,78,serious_eats
3/4 ounce Dolin dry vermouth,78,serious_eats
3/4 ounces Dolin Dry Vermouth,78,serious_eats
Garnish: 2 Maraschino cherries,79,serious_eats
2 tablespoons maraschino cherry juice,79,serious_eats
1 barspoon syrup from Luxardo Maraschino Cherries,79,serious_eats
750 mL rye,80,serious_eats
2 ounces rye,80,serious_eats
6 or 8 quarts rye whiskey*,80,serious_eats
4 ounces rye whiskey,80,serious_eats
2 ounces rye whiskey,80,serious_eats
1 ounce bourbon or rye whiskey,80,serious_eats
2 1/2 ounces rye whiskey,80,serious_eats
1 1/2 ounces rye whiskey,80,serious_eats
1 1/2 ounces bourbon or rye whiskey,80,serious_eats
1 ounce rye whiskey,80,serious_eats
"1 1/2 cups rye whiskey, such as Redemption Rye",80,serious_eats
"1 1/2 ounces rye whiskey, such as Rittenhouse",80,serious_eats
1 cup rye whiskey,80,serious_eats
1 ounce  rye whiskey or Japanese whisky,80,serious_eats
1 ounce Rittenhouse Rye or other high proof rye whiskey,80,serious_eats
1/2 ounce rye whiskey,80,serious_eats
"16 ounces  rye whiskey, such as Bulleit 95",80,serious_eats
"16 ounces rye whiskey, such as Rittenhouse 100",80,serious_eats
2 ounces  bourbon or rye whiskey,80,serious_eats
"2 ounces rye whiskey, such as Rittenhouse 100 proof",80,serious_eats
24 ounces  rye whiskey,80,serious_eats
"6 ounces rye whiskey, such as Bulleit",80,serious_eats
2 ounces light rum,82,serious_eats
3/4 ounce light rum,82,serious_eats
"1 1/2 ounces light rum, such as 10 Cane",82,serious_eats
1 ounce light rum,82,serious_eats
1/2 cup light rum,82,serious_eats
1/4 cup light rum,82,serious_eats
3 cups light rum,82,serious_eats
8 ounces  light rum such as Cruzan,82,serious_eats
8 ounces light rum,82,serious_eats
1/2 ounce pomegranate grenadine,83,serious_eats
1 dash pomegranate grenadine,83,serious_eats
1/2 inch piece of lime zest without pith,86,serious_eats
4 cucumber spears and lime zest for garnish,86,serious_eats
